Loan_ID,Client_ID,Loan_Type,Principal_Amount,Interest_Rate,Loan_Term_Months,Start_Date,End_Date,Outstanding_Balance,Loan_Status,Default_Status,Created_At
62,93,Línea de Crédito,19033.41,6.0,12,2025-04-05,2026-04-05,0.0,Cerrado,No,2025-04-01 16:03:37
63,96,Personal,20356.02,4.2,60,2025-01-24,2030-01-24,0.0,Cerrado,No,2025-01-22 09:48:00
64,96,Línea de Crédito,14166.44,6.0,12,2022-08-26,2023-08-26,0.0,Cerrado,No,2022-08-25 15:45:07
65,96,Línea de Crédito,14983.4,6.0,12,2020-04-05,2021-04-05,0.0,Cerrado,No,2020-04-03 05:32:20
66,99,Personal,16757.24,4.2,60,2023-04-11,2028-04-11,0.0,Cerrado,Sí,2023-04-04 04:22:48
67,99,Línea de Crédito,6908.73,6.0,12,2022-12-17,2023-12-17,0.0,Cerrado,No,2022-12-14 17:08:34
68,101,Línea de Crédito,4899.17,6.0,12,2024-05-28,2025-05-28,0.0,Cerrado,No,2024-05-21 00:49:16
69,104,Hipotecario,130506.26,1.5,240,2021-03-23,2041-03-23,0.0,Cerrado,No,2021-03-19 01:06:34
70,104,Personal,12701.99,4.2,60,2022-02-13,2027-02-13,12701.99,Activo,No,2022-02-12 01:20:54
71,105,Personal,42077.41,4.2,60,2024-05-11,2029-05-11,0.0,Cerrado,No,2024-05-08 00:24:42
72,106,Automóvil,20281.39,3.8,48,2022-10-06,2026-10-06,0.0,Cerrado,No,2022-10-01 23:01:17
73,106,Automóvil,64141.94,3.8,48,2024-12-28,2028-12-28,0.0,Cerrado,No,2024-12-24 19:41:48
74,107,Hipotecario,150046.77,1.5,240,2024-03-08,2044-03-08,0.0,Cerrado,No,2024-03-04 20:49:44
75,109,Automóvil,61056.99,3.8,48,2020-01-08,2024-01-08,0.0,Cerrado,No,2020-01-05 07:30:26
76,110,Automóvil,45072.29,3.8,48,2021-11-30,2025-11-30,0.0,Cerrado,No,2021-11-27 03:02:33
77,110,Hipotecario,464376.82,1.5,240,2020-07-02,2040-07-02,0.0,Cerrado,No,2020-06-27 02:09:47
78,114,Personal,21446.91,4.2,60,2024-04-19,2029-04-19,21446.91,Activo,No,2024-04-13 07:32:10
79,115,Línea de Crédito,3180.73,6.0,12,2024-11-24,2025-11-24,3180.73,Activo,No,2024-11-21 20:15:13
80,117,Línea de Crédito,15038.15,6.0,12,2022-11-06,2023-11-06,0.0,Cerrado,No,2022-10-31 13:30:09
81,118,Personal,10602.17,4.2,60,2022-11-08,2027-11-08,0.0,Cerrado,No,2022-11-02 04:36:11
82,118,Hipotecario,473313.06,1.5,240,2022-09-06,2042-09-06,473313.06,Activo,No,2022-09-03 04:04:55
83,120,Automóvil,88911.16,3.8,48,2023-11-25,2027-11-25,0.0,Cerrado,No,2023-11-24 15:32:50
84,121,Hipotecario,115353.92,1.5,240,2025-04-02,2045-04-02,0.0,Cerrado,No,2025-03-31 21:02:12
85,122,Línea de Crédito,4818.1,6.0,12,2024-11-11,2025-11-11,4818.1,Activo,No,2024-11-05 11:23:38
86,123,Línea de Crédito,19863.72,6.0,12,2023-05-08,2024-05-08,0.0,Cerrado,No,2023-05-01 01:20:02
87,124,Línea de Crédito,17034.52,6.0,12,2020-11-07,2021-11-07,0.0,Cerrado,No,2020-11-01 21:17:11
88,126,Hipotecario,395751.58,1.5,240,2023-12-06,2043-12-06,0.0,Cerrado,No,2023-11-30 22:32:38
89,127,Automóvil,95903.79,3.8,48,2021-08-31,2025-08-31,0.0,Cerrado,No,2021-08-30 14:33:24
90,127,Hipotecario,444703.15,1.5,240,2024-09-04,2044-09-04,0.0,Cerrado,No,2024-08-31 21:50:42
91,132,Hipotecario,159759.31,1.5,240,2023-02-19,2043-02-19,0.0,Cerrado,No,2023-02-16 22:10:39
92,134,Línea de Crédito,5987.62,6.0,12,2021-12-26,2022-12-26,5987.62,Activo,No,2021-12-25 18:15:55
93,136,Personal,33763.72,4.2,60,2024-06-04,2029-06-04,0.0,Cerrado,No,2024-05-29 09:51:27
94,137,Automóvil,21093.88,3.8,48,2024-07-04,2028-07-04,0.0,Cerrado,No,2024-07-02 15:59:17
95,138,Hipotecario,183560.04,1.5,240,2024-12-29,2044-12-29,0.0,Cerrado,No,2024-12-23 21:34:15
96,138,Automóvil,46166.26,3.8,48,2022-11-18,2026-11-18,46166.26,Activo,No,2022-11-16 13:50:57
97,138,Hipotecario,111157.15,1.5,240,2025-02-21,2045-02-21,0.0,Cerrado,No,2025-02-20 21:03:01
98,140,Hipotecario,499457.78,1.5,240,2023-06-21,2043-06-21,0.0,Cerrado,No,2023-06-14 08:19:12
99,140,Hipotecario,266559.46,1.5,240,2022-04-26,2042-04-26,0.0,Cerrado,No,2022-04-23 02:10:05
100,143,Automóvil,79808.57,3.8,48,2021-02-07,2025-02-07,79808.57,Activo,No,2021-02-03 07:31:08
101,143,Hipotecario,499116.77,1.5,240,2023-01-14,2043-01-14,0.0,Cerrado,No,2023-01-09 06:23:10
102,144,Personal,39155.81,4.2,60,2020-07-06,2025-07-06,0.0,Cerrado,No,2020-07-04 15:43:59
103,144,Línea de Crédito,13701.11,6.0,12,2024-12-17,2025-12-17,0.0,Cerrado,No,2024-12-12 13:56:33
104,145,Hipotecario,114876.77,1.5,240,2020-11-04,2040-11-04,0.0,Cerrado,No,2020-10-28 19:34:21
105,145,Hipotecario,92861.87,1.5,240,2022-02-21,2042-02-21,92861.87,Activo,No,2022-02-16 11:45:28
106,148,Automóvil,12258.31,3.8,48,2020-08-07,2024-08-07,0.0,Cerrado,No,2020-08-05 09:20:47
107,149,Línea de Crédito,13926.15,6.0,12,2024-07-21,2025-07-21,0.0,Cerrado,No,2024-07-15 22:59:08
108,150,Hipotecario,305740.71,1.5,240,2021-12-13,2041-12-13,0.0,Cerrado,No,2021-12-09 21:49:20
109,152,Hipotecario,114118.14,1.5,240,2021-05-02,2041-05-02,0.0,Cerrado,Sí,2021-04-25 16:13:22
110,155,Línea de Crédito,19514.67,6.0,12,2023-02-18,2024-02-18,19514.67,Activo,No,2023-02-16 01:44:58
111,155,Línea de Crédito,14369.23,6.0,12,2021-12-03,2022-12-03,14369.23,Activo,No,2021-12-01 02:18:13
112,157,Hipotecario,224485.05,1.5,240,2021-06-12,2041-06-12,0.0,Cerrado,No,2021-06-09 12:26:10
113,157,Hipotecario,107637.57,1.5,240,2024-11-03,2044-11-03,107637.57,Activo,No,2024-10-28 18:42:53
114,158,Automóvil,40135.67,3.8,48,2024-04-06,2028-04-06,0.0,Cerrado,No,2024-04-01 02:29:18
115,158,Personal,47200.25,4.2,60,2024-01-27,2029-01-27,0.0,Cerrado,No,2024-01-25 17:51:38
116,158,Automóvil,56468.54,3.8,48,2023-12-25,2027-12-25,0.0,Cerrado,No,2023-12-23 16:14:21
117,159,Personal,16171.65,4.2,60,2025-01-26,2030-01-26,0.0,Cerrado,No,2025-01-21 01:49:51
118,159,Automóvil,41219.77,3.8,48,2023-09-05,2027-09-05,0.0,Cerrado,No,2023-08-29 19:55:14
119,160,Automóvil,65267.67,3.8,48,2023-08-07,2027-08-07,65267.67,Activo,No,2023-08-03 07:48:51
120,161,Hipotecario,213168.56,1.5,240,2023-10-04,2043-10-04,0.0,Cerrado,No,2023-09-29 23:57:55
121,161,Personal,45063.69,4.2,60,2020-03-14,2025-03-14,0.0,Cerrado,No,2020-03-12 11:37:52
122,165,Hipotecario,132983.31,1.5,240,2022-10-30,2042-10-30,132983.31,Activo,No,2022-10-27 21:52:59
123,166,Personal,3966.93,4.2,60,2021-06-09,2026-06-09,0.0,Cerrado,No,2021-06-02 09:55:37
124,167,Automóvil,77937.46,3.8,48,2024-12-19,2028-12-19,0.0,Cerrado,No,2024-12-12 01:05:45
125,168,Automóvil,62351.5,3.8,48,2025-03-16,2029-03-16,0.0,Cerrado,No,2025-03-14 13:50:44
126,169,Hipotecario,449245.63,1.5,240,2023-10-14,2043-10-14,0.0,Cerrado,No,2023-10-07 08:52:53
127,171,Hipotecario,128793.32,1.5,240,2022-11-09,2042-11-09,0.0,Cerrado,No,2022-11-07 11:22:32
128,171,Personal,35949.66,4.2,60,2023-12-12,2028-12-12,0.0,Cerrado,No,2023-12-08 04:16:48
129,171,Personal,8122.84,4.2,60,2023-04-27,2028-04-27,0.0,Cerrado,No,2023-04-25 12:21:33
130,171,Hipotecario,109600.19,1.5,240,2023-10-05,2043-10-05,109600.19,Activo,No,2023-10-02 22:01:32
131,173,Hipotecario,300548.36,1.5,240,2024-04-08,2044-04-08,0.0,Cerrado,No,2024-04-02 12:19:14
132,173,Personal,19261.27,4.2,60,2021-05-30,2026-05-30,19261.27,Activo,No,2021-05-26 19:10:59
133,175,Hipotecario,72853.29,1.5,240,2023-10-30,2043-10-30,0.0,Cerrado,No,2023-10-28 19:40:13
134,177,Personal,44404.05,4.2,60,2022-10-23,2027-10-23,0.0,Cerrado,No,2022-10-22 22:21:21
135,181,Personal,16654.3,4.2,60,2023-12-26,2028-12-26,16654.3,Activo,No,2023-12-25 07:25:25
136,182,Hipotecario,344527.81,1.5,240,2020-09-20,2040-09-20,344527.81,Activo,No,2020-09-15 14:12:53
137,183,Personal,19413.39,4.2,60,2021-11-14,2026-11-14,0.0,Cerrado,No,2021-11-09 01:29:47
138,183,Línea de Crédito,1930.2,6.0,12,2024-09-09,2025-09-09,0.0,Cerrado,No,2024-09-08 03:21:51
139,184,Línea de Crédito,6708.14,6.0,12,2023-05-25,2024-05-25,6708.14,Activo,No,2023-05-19 07:42:14
140,184,Automóvil,58875.02,3.8,48,2023-05-24,2027-05-24,58875.02,Activo,No,2023-05-21 00:33:00
141,184,Personal,39049.27,4.2,60,2022-10-01,2027-10-01,0.0,Cerrado,No,2022-09-29 11:00:35
142,185,Automóvil,93095.1,3.8,48,2022-02-28,2026-02-28,0.0,Cerrado,No,2022-02-23 03:14:33
143,187,Línea de Crédito,10105.94,6.0,12,2022-04-21,2023-04-21,0.0,Cerrado,No,2022-04-19 00:36:18
144,188,Personal,25549.46,4.2,60,2021-01-09,2026-01-09,0.0,Cerrado,No,2021-01-05 16:32:26
145,191,Automóvil,58982.0,3.8,48,2021-11-12,2025-11-12,58982.0,Activo,No,2021-11-08 06:37:20
146,191,Línea de Crédito,5584.64,6.0,12,2021-05-23,2022-05-23,0.0,Cerrado,No,2021-05-22 23:31:22
147,191,Línea de Crédito,10605.46,6.0,12,2022-03-19,2023-03-19,10605.46,Activo,No,2022-03-15 12:35:11
148,192,Automóvil,79378.37,3.8,48,2021-04-16,2025-04-16,0.0,Cerrado,No,2021-04-14 10:50:24
149,192,Línea de Crédito,19143.56,6.0,12,2024-05-05,2025-05-05,0.0,Cerrado,No,2024-04-30 22:02:00
150,192,Línea de Crédito,13422.07,6.0,12,2021-04-09,2022-04-09,0.0,Cerrado,No,2021-04-07 20:15:51
151,195,Línea de Crédito,6841.44,6.0,12,2024-05-28,2025-05-28,6841.44,Activo,No,2024-05-22 11:04:22
152,196,Personal,33895.76,4.2,60,2022-01-22,2027-01-22,0.0,Cerrado,No,2022-01-17 15:05:50
153,199,Automóvil,42148.57,3.8,48,2023-05-12,2027-05-12,42148.57,Activo,No,2023-05-10 04:46:46
154,199,Hipotecario,263288.75,1.5,240,2021-11-17,2041-11-17,0.0,Cerrado,No,2021-11-13 11:31:26
155,200,Personal,39398.86,4.2,60,2023-06-20,2028-06-20,39398.86,Activo,No,2023-06-18 16:49:22
156,201,Personal,7274.32,4.2,60,2025-05-04,2030-05-04,0.0,Cerrado,No,2025-05-01 21:17:30
157,204,Personal,33172.76,4.2,60,2024-01-01,2029-01-01,0.0,Cerrado,No,2023-12-27 17:45:55
158,206,Hipotecario,474171.36,1.5,240,2022-09-26,2042-09-26,0.0,Cerrado,No,2022-09-23 14:58:50
159,206,Hipotecario,457301.13,1.5,240,2023-01-01,2043-01-01,457301.13,Activo,No,2022-12-29 03:47:12
160,207,Personal,2050.57,4.2,60,2023-03-21,2028-03-21,0.0,Cerrado,No,2023-03-17 23:43:37
161,207,Hipotecario,465372.37,1.5,240,2022-11-04,2042-11-04,0.0,Cerrado,No,2022-10-29 04:05:43
162,208,Personal,24987.82,4.2,60,2021-02-13,2026-02-13,0.0,Cerrado,No,2021-02-12 00:33:59
163,210,Automóvil,81894.51,3.8,48,2021-12-01,2025-12-01,0.0,Cerrado,No,2021-11-26 18:22:06
164,211,Automóvil,12404.29,3.8,48,2024-11-07,2028-11-07,12404.29,Activo,No,2024-10-31 21:11:38
165,212,Personal,4175.63,4.2,60,2021-07-09,2026-07-09,0.0,Cerrado,No,2021-07-08 10:10:09
166,214,Hipotecario,367395.58,1.5,240,2022-08-09,2042-08-09,367395.58,Activo,No,2022-08-05 02:44:32
167,214,Personal,43885.99,4.2,60,2021-10-30,2026-10-30,0.0,Cerrado,No,2021-10-25 21:33:36
168,215,Automóvil,66143.86,3.8,48,2024-03-26,2028-03-26,0.0,Cerrado,No,2024-03-22 01:05:37
169,216,Hipotecario,450754.35,1.5,240,2024-03-14,2044-03-14,0.0,Cerrado,No,2024-03-09 05:52:43
170,216,Personal,12397.64,4.2,60,2021-12-29,2026-12-29,0.0,Cerrado,No,2021-12-27 21:27:58
171,216,Línea de Crédito,5566.6,6.0,12,2023-02-26,2024-02-26,0.0,Cerrado,No,2023-02-20 22:51:10
172,217,Hipotecario,396079.38,1.5,240,2024-06-01,2044-06-01,0.0,Cerrado,No,2024-05-27 14:32:40
173,220,Automóvil,11378.31,3.8,48,2024-10-04,2028-10-04,11378.31,Activo,No,2024-10-03 10:44:52
174,220,Línea de Crédito,19606.59,6.0,12,2025-02-21,2026-02-21,19606.59,Activo,No,2025-02-17 23:45:50
175,221,Personal,40069.4,4.2,60,2025-04-18,2030-04-18,0.0,Cerrado,No,2025-04-12 08:50:32
176,222,Automóvil,52826.58,3.8,48,2025-01-31,2029-01-31,52826.58,Activo,No,2025-01-24 12:15:20
177,225,Personal,14374.81,4.2,60,2022-03-23,2027-03-23,14374.81,Activo,No,2022-03-16 17:31:07
178,226,Hipotecario,433854.71,1.5,240,2021-11-21,2041-11-21,0.0,Cerrado,No,2021-11-14 11:21:00
179,230,Hipotecario,270872.14,1.5,240,2023-01-03,2043-01-03,0.0,Cerrado,No,2022-12-31 18:40:10
180,231,Personal,23143.91,4.2,60,2022-10-21,2027-10-21,23143.91,Activo,No,2022-10-20 07:26:27
181,233,Automóvil,7184.51,3.8,48,2022-07-09,2026-07-09,0.0,Cerrado,No,2022-07-05 20:13:11
182,235,Personal,3536.29,4.2,60,2022-09-28,2027-09-28,3536.29,Activo,No,2022-09-25 09:09:34
183,236,Hipotecario,78023.32,1.5,240,2023-08-03,2043-08-03,78023.32,Activo,No,2023-08-02 17:24:06
184,237,Personal,45575.56,4.2,60,2025-05-06,2030-05-06,0.0,Cerrado,No,2025-05-03 15:01:59
185,237,Personal,28537.64,4.2,60,2020-01-25,2025-01-25,0.0,Cerrado,No,2020-01-23 18:25:18
186,240,Personal,4958.95,4.2,60,2024-11-05,2029-11-05,0.0,Cerrado,No,2024-10-31 18:18:34
187,240,Hipotecario,165997.76,1.5,240,2023-07-20,2043-07-20,0.0,Cerrado,No,2023-07-13 19:01:14
188,240,Personal,26203.86,4.2,60,2021-06-04,2026-06-04,26203.86,Activo,No,2021-06-02 07:06:52
189,243,Línea de Crédito,18932.67,6.0,12,2021-03-03,2022-03-03,0.0,Cerrado,No,2021-02-25 11:42:07
190,243,Hipotecario,103383.75,1.5,240,2020-07-12,2040-07-12,0.0,Cerrado,No,2020-07-06 01:57:14
191,244,Personal,25496.77,4.2,60,2020-05-17,2025-05-17,0.0,Cerrado,No,2020-05-14 17:16:18
192,246,Hipotecario,153013.81,1.5,240,2025-02-17,2045-02-17,0.0,Cerrado,No,2025-02-16 12:03:11
193,246,Personal,43286.73,4.2,60,2023-09-11,2028-09-11,0.0,Cerrado,No,2023-09-08 08:36:12
194,249,Personal,16927.71,4.2,60,2021-04-21,2026-04-21,0.0,Cerrado,No,2021-04-16 09:04:41
195,250,Línea de Crédito,18976.96,6.0,12,2024-07-23,2025-07-23,0.0,Cerrado,No,2024-07-20 04:08:20
196,250,Línea de Crédito,11376.48,6.0,12,2020-10-09,2021-10-09,0.0,Cerrado,No,2020-10-03 16:29:42
197,253,Línea de Crédito,9823.48,6.0,12,2020-06-17,2021-06-17,0.0,Cerrado,No,2020-06-14 05:16:48
198,253,Línea de Crédito,2913.13,6.0,12,2024-06-12,2025-06-12,0.0,Cerrado,No,2024-06-08 04:00:41
199,254,Hipotecario,288794.82,1.5,240,2024-05-21,2044-05-21,288794.82,Activo,No,2024-05-20 03:56:49
200,254,Hipotecario,407177.58,1.5,240,2020-05-29,2040-05-29,407177.58,Activo,No,2020-05-27 08:03:30
201,257,Línea de Crédito,10771.43,6.0,12,2024-04-06,2025-04-06,10771.43,Activo,No,2024-03-30 08:29:43
202,261,Hipotecario,493069.27,1.5,240,2021-03-27,2041-03-27,0.0,Cerrado,No,2021-03-20 02:10:26
203,262,Hipotecario,406521.52,1.5,240,2024-12-23,2044-12-23,0.0,Cerrado,No,2024-12-21 08:22:47
204,262,Personal,38189.65,4.2,60,2024-02-06,2029-02-06,0.0,Cerrado,No,2024-02-01 16:29:57
205,266,Automóvil,17174.11,3.8,48,2021-03-24,2025-03-24,0.0,Cerrado,No,2021-03-19 01:26:01
206,266,Automóvil,24771.66,3.8,48,2024-04-23,2028-04-23,0.0,Cerrado,No,2024-04-20 17:33:01
207,268,Personal,22755.41,4.2,60,2022-01-14,2027-01-14,22755.41,Activo,No,2022-01-09 15:47:51
208,269,Hipotecario,330630.62,1.5,240,2023-08-17,2043-08-17,330630.62,Activo,No,2023-08-14 00:42:39
209,269,Automóvil,39971.52,3.8,48,2024-03-19,2028-03-19,0.0,Cerrado,No,2024-03-12 13:55:13
210,270,Línea de Crédito,1437.58,6.0,12,2021-01-09,2022-01-09,0.0,Cerrado,No,2021-01-08 15:06:03
211,272,Línea de Crédito,3994.3,6.0,12,2021-07-24,2022-07-24,3994.3,Activo,No,2021-07-21 19:47:55
212,272,Hipotecario,172517.61,1.5,240,2024-11-17,2044-11-17,0.0,Cerrado,Sí,2024-11-13 10:30:31
213,277,Automóvil,62130.39,3.8,48,2022-09-08,2026-09-08,0.0,Cerrado,Sí,2022-09-02 07:35:50
214,278,Automóvil,23286.34,3.8,48,2022-04-24,2026-04-24,0.0,Cerrado,No,2022-04-18 21:09:58
215,280,Automóvil,13944.22,3.8,48,2024-05-27,2028-05-27,0.0,Cerrado,No,2024-05-20 03:29:28
216,280,Personal,9780.98,4.2,60,2022-01-27,2027-01-27,0.0,Cerrado,No,2022-01-23 02:38:43
217,281,Hipotecario,172801.73,1.5,240,2023-10-11,2043-10-11,0.0,Cerrado,No,2023-10-05 17:37:46
218,284,Hipotecario,197456.23,1.5,240,2023-05-18,2043-05-18,0.0,Cerrado,No,2023-05-14 09:58:06
219,285,Automóvil,13646.43,3.8,48,2025-05-17,2029-05-17,0.0,Cerrado,No,2025-05-10 21:07:30
220,286,Línea de Crédito,9749.67,6.0,12,2025-04-24,2026-04-24,0.0,Cerrado,No,2025-04-23 08:46:03
221,286,Personal,48706.88,4.2,60,2023-03-25,2028-03-25,48706.88,Activo,No,2023-03-20 16:37:21
222,288,Línea de Crédito,9667.12,6.0,12,2020-06-13,2021-06-13,0.0,Cerrado,No,2020-06-12 00:13:07
223,289,Automóvil,93272.65,3.8,48,2025-04-09,2029-04-09,0.0,Cerrado,Sí,2025-04-06 05:32:43
224,292,Personal,36873.11,4.2,60,2021-06-10,2026-06-10,0.0,Cerrado,No,2021-06-05 04:00:53
225,294,Personal,3341.56,4.2,60,2021-09-02,2026-09-02,0.0,Cerrado,No,2021-08-27 08:53:11
226,297,Línea de Crédito,15196.52,6.0,12,2020-11-13,2021-11-13,0.0,Cerrado,No,2020-11-09 14:26:57
227,299,Personal,15841.65,4.2,60,2023-02-16,2028-02-16,15841.65,Activo,No,2023-02-11 06:32:00
228,300,Personal,14930.89,4.2,60,2022-01-13,2027-01-13,14930.89,Activo,No,2022-01-07 14:27:39
229,303,Personal,5325.35,4.2,60,2024-12-04,2029-12-04,0.0,Cerrado,No,2024-11-30 13:57:07
