Feedback_ID,Client_ID,Survey_Date,NPS_Score,Comments
309,5798,2025-02-27,10,
310,22238,2023-09-26,10,
311,9267,2023-08-14,9,Fast and easy transactions.
312,11637,2023-09-16,7,
313,20555,2024-06-21,7,Service is OK.
314,8556,2024-03-10,9,Very satisfied with the app.
315,4906,2024-02-09,10,Very satisfied with the app.
316,18927,2025-05-16,9,
317,7154,2023-10-30,9,Very satisfied with the app.
318,5158,2025-04-28,9,Fast and easy transactions.
319,3331,2023-01-20,10,
320,16867,2024-12-11,0,
321,23802,2025-01-04,10,Staff were extremely helpful.
322,5619,2020-12-28,10,
323,17596,2025-04-12,10,
324,8789,2024-03-02,7,No issues so far.
325,131,2024-07-02,9,
326,341,2024-10-15,10,Very satisfied with the app.
327,15986,2023-04-27,9,Fast and easy transactions.
328,8697,2025-02-10,9,
329,18118,2024-02-26,10,
330,23718,2021-06-09,9,
331,19978,2024-11-08,10,
332,15003,2023-07-14,9,Fast and easy transactions.
333,2736,2022-10-23,8,Nothing special to report.
334,19152,2024-06-19,9,Fast and easy transactions.
335,17977,2023-08-28,10,
336,1082,2025-03-28,10,Service is OK.
337,15366,2025-05-08,9,Great service!
338,24082,2024-11-25,10,Very satisfied with the app.
339,14441,2023-12-28,10,Fast and easy transactions.
340,24,2024-09-02,10,
341,20643,2023-06-12,10,
342,16880,2025-05-16,10,
343,24979,2025-01-29,7,Nothing special to report.
344,10480,2024-02-03,7,Service is OK.
345,21796,2024-12-10,10,
346,3066,2025-02-23,7,Service is OK.
347,16000,2022-01-18,10,
348,6333,2023-11-01,9,Very satisfied with the app.
349,14954,2021-06-14,10,
350,7646,2024-01-02,9,Staff were extremely helpful.
351,23010,2022-05-30,10,Very satisfied with the app.
352,840,2022-12-18,10,Great service!
353,6659,2025-05-23,9,Great service!
354,8059,2025-03-10,4,Customer support was unhelpful.
355,3531,2024-11-21,10,
356,9808,2025-04-08,10,Service is OK.
357,7149,2024-12-18,9,Nothing special to report.
358,7673,2023-07-06,9,
359,9164,2023-07-21,6,
360,16735,2025-04-02,10,Fast and easy transactions.
361,11788,2023-09-18,9,
362,21783,2023-04-12,9,No issues so far.
363,963,2023-07-23,9,Very satisfied with the app.
364,8174,2025-02-20,9,Staff were extremely helpful.
365,22713,2025-04-17,10,
366,14286,2022-09-26,8,Average experience.
367,23187,2023-01-04,9,Fees are too high.
368,18962,2023-11-27,10,Fast and easy transactions.
369,1613,2023-11-16,10,Staff were extremely helpful.
370,22217,2025-03-19,9,Staff were extremely helpful.
371,21733,2024-06-11,10,Great service!
372,3028,2024-04-06,9,Fast and easy transactions.
373,23472,2024-10-15,10,
374,6886,2023-04-17,7,Average experience.
375,13082,2020-11-08,10,Great service!
376,3886,2023-07-25,7,
377,7501,2022-07-04,9,Great service!
378,23780,2024-07-24,9,Great service!
379,8326,2024-11-11,0,App keeps crashing.
380,7820,2025-01-07,8,
381,8306,2025-01-31,9,Very satisfied with the app.
382,17594,2025-05-10,9,Customer support was unhelpful.
383,2674,2021-04-02,9,Great service!
384,2695,2024-05-22,10,
385,21517,2021-10-31,10,Customer support was unhelpful.
386,24285,2024-01-27,10,
387,20912,2025-04-26,10,
388,13202,2025-01-18,9,
389,4821,2025-04-30,10,Great service!
390,15295,2025-04-02,7,Nothing special to report.
391,18627,2024-10-11,9,
392,7007,2023-11-14,10,Great service!
393,10118,2021-03-23,9,
394,16963,2024-12-22,7,Average experience.
395,10740,2024-02-07,9,
396,14819,2022-12-19,7,
397,11104,2025-03-05,9,Fast and easy transactions.
398,21412,2022-05-11,9,Staff were extremely helpful.
399,16038,2025-04-30,10,Fast and easy transactions.
400,5754,2023-12-15,10,
401,5461,2023-11-05,10,
402,17031,2024-08-25,10,Fast and easy transactions.
403,6064,2024-08-01,7,
404,24363,2024-02-14,9,Fast and easy transactions.
405,7787,2022-12-06,9,
406,4959,2024-04-24,10,Fast and easy transactions.
407,34,2025-03-21,8,Fast and easy transactions.
408,8396,2023-10-10,10,Very satisfied with the app.
409,6132,2022-04-21,9,
410,11283,2024-12-10,9,
411,2543,2023-02-13,10,Very satisfied with the app.
412,1608,2024-11-13,10,Great service!
413,12290,2025-05-07,9,
414,16248,2024-02-09,9,
415,15124,2024-06-06,10,Fast and easy transactions.
416,2721,2025-04-29,9,
417,24368,2023-03-09,8,Average experience.
418,9194,2024-03-09,10,Fast and easy transactions.
419,3061,2024-11-28,9,Great service!
420,9373,2022-09-10,10,Great service!
421,20168,2024-03-25,10,
422,12111,2022-07-17,9,Very satisfied with the app.
423,575,2024-04-10,9,
424,530,2024-08-15,7,Nothing special to report.
425,5524,2020-01-09,10,
426,6721,2023-09-29,9,Staff were extremely helpful.
427,8331,2024-12-18,10,
428,18847,2024-04-25,9,
429,20657,2025-02-05,6,Customer support was unhelpful.
430,20375,2025-05-02,10,Very satisfied with the app.
431,17647,2022-11-23,10,
432,24962,2023-09-11,9,Great service!
433,14536,2025-05-20,10,Staff were extremely helpful.
434,9157,2025-04-19,8,Great service!
435,7106,2024-07-27,9,Very satisfied with the app.
436,17821,2025-04-09,9,Great service!
437,22274,2022-03-21,9,Great service!
438,11103,2024-03-04,9,
439,161,2023-01-21,10,
440,5872,2025-03-06,10,Very satisfied with the app.
441,9497,2025-05-03,10,Very satisfied with the app.
442,20658,2025-03-23,9,
443,17289,2024-10-26,9,
444,13236,2025-05-16,10,
445,24160,2024-08-20,7,
446,6696,2023-06-18,10,Staff were extremely helpful.
447,9765,2023-02-01,7,
448,1155,2023-09-26,9,Staff were extremely helpful.
449,13587,2025-01-03,7,
450,7813,2024-07-24,10,Fast and easy transactions.
451,9618,2024-10-29,9,Very satisfied with the app.
452,18655,2025-02-07,10,Fast and easy transactions.
453,11886,2023-10-16,10,
454,13312,2022-12-13,9,Long waiting times.
455,18817,2025-03-12,10,Staff were extremely helpful.
456,2157,2025-04-12,9,
457,13085,2024-03-15,10,Fast and easy transactions.
458,18608,2024-02-07,9,
459,6171,2024-12-16,10,Fast and easy transactions.
460,24344,2023-06-18,7,Great service!
461,7212,2024-08-04,9,Very satisfied with the app.
462,10656,2023-05-19,10,
463,16420,2024-01-31,10,Staff were extremely helpful.
464,11753,2020-09-10,9,Great service!
465,3396,2022-10-05,9,
466,18544,2024-12-22,10,Great service!
467,23445,2024-07-07,10,
468,15663,2024-10-15,10,
469,21551,2024-02-27,9,Fast and easy transactions.
470,17466,2021-02-07,9,Very satisfied with the app.
471,2282,2024-08-16,9,Great service!
472,16655,2025-04-07,10,Fast and easy transactions.
473,22838,2022-03-07,9,
474,23663,2024-10-13,8,No issues so far.
475,1875,2025-05-03,10,Staff were extremely helpful.
476,5893,2020-02-16,10,
477,9491,2022-10-01,9,
478,21913,2025-01-11,9,Great service!
479,14182,2025-05-11,9,
480,7970,2025-05-17,9,Fast and easy transactions.
481,573,2023-07-08,9,
482,24320,2023-09-17,9,Great service!
483,8272,2025-03-22,3,Long waiting times.
484,19557,2024-10-14,9,
485,4231,2023-09-08,10,Great service!
486,22400,2025-05-21,10,Fast and easy transactions.
487,19446,2023-05-14,9,Great service!
488,12975,2025-01-13,9,Fast and easy transactions.
489,10001,2025-05-03,8,No issues so far.
490,14897,2024-06-19,10,Very satisfied with the app.
491,1264,2021-12-23,7,Average experience.
492,12709,2025-01-14,9,Fast and easy transactions.
493,14891,2024-10-12,8,Service is OK.
494,2691,2024-06-27,10,
495,20119,2024-05-28,10,
496,4254,2024-03-05,10,
497,8046,2024-09-21,10,Great service!
498,10443,2024-08-10,10,Very satisfied with the app.
499,6324,2024-05-05,10,Fast and easy transactions.
500,9372,2021-09-11,6,
501,15901,2025-04-11,9,
502,3154,2023-07-25,9,
503,15932,2024-03-22,10,Fast and easy transactions.
504,22900,2024-03-17,10,
505,21174,2020-02-24,10,
506,12008,2023-09-15,9,
507,8706,2023-04-20,9,Fast and easy transactions.
508,11677,2024-02-16,10,Great service!
509,3180,2025-04-11,9,Very satisfied with the app.
510,13891,2025-03-20,9,Fast and easy transactions.
511,24825,2021-06-14,10,
512,851,2025-05-15,8,
513,12193,2024-01-12,10,Great service!
514,21888,2023-05-10,9,
515,18139,2023-05-12,10,
516,16129,2024-02-12,8,Service is OK.
517,13282,2025-02-16,9,
518,1338,2022-10-14,8,Great service!
519,1619,2025-05-07,8,Nothing special to report.
520,10666,2024-07-26,9,Great service!
521,16886,2025-03-02,10,Very satisfied with the app.
522,1151,2023-01-02,9,
523,11315,2023-05-17,10,Staff were extremely helpful.
524,4829,2025-01-10,9,Fast and easy transactions.
525,24038,2023-06-26,9,Fast and easy transactions.
526,13099,2024-10-19,8,Nothing special to report.
527,19629,2023-05-15,9,
528,24916,2023-05-13,10,Great service!
529,24213,2022-09-15,10,
530,4544,2023-07-07,10,
531,20886,2025-03-05,10,Very satisfied with the app.
532,21816,2025-04-02,9,Great service!
533,22275,2024-05-13,9,Fast and easy transactions.
534,1828,2025-01-03,9,
535,14232,2023-12-12,9,
536,15677,2025-01-03,9,
537,4017,2024-01-20,9,Fast and easy transactions.
538,5367,2024-08-21,2,
539,1726,2024-09-01,9,
540,1138,2023-06-15,8,
541,11206,2021-07-05,10,
542,5945,2025-04-28,10,
543,15647,2024-11-04,9,
544,14403,2024-10-04,9,Fast and easy transactions.
545,8666,2025-05-25,9,
546,15394,2024-09-04,2,
547,17516,2024-03-13,9,
548,6478,2023-06-16,10,
549,12191,2025-03-18,9,
550,18686,2023-01-02,8,
551,12922,2023-11-12,9,Staff were extremely helpful.
552,17388,2022-01-25,10,Fast and easy transactions.
553,19529,2023-05-04,10,Great service!
554,20777,2022-10-02,10,Great service!
555,17707,2024-07-28,8,
556,220,2025-01-21,10,
557,393,2022-09-12,10,Very satisfied with the app.
558,9669,2020-07-12,10,Fast and easy transactions.
559,14626,2024-08-07,10,Great service!
560,1816,2023-11-29,9,Nothing special to report.
561,23598,2025-02-27,8,No issues so far.
562,11082,2025-03-27,10,Fast and easy transactions.
563,21442,2025-04-27,7,
564,9121,2024-08-10,10,
565,17779,2024-10-07,10,Very satisfied with the app.
566,3932,2024-10-16,10,Fast and easy transactions.
567,22557,2024-12-28,9,Very satisfied with the app.
568,14212,2024-03-05,10,Very satisfied with the app.
569,15562,2024-04-09,9,
570,15648,2024-07-02,9,Great service!
571,1864,2022-09-10,9,Very satisfied with the app.
572,4659,2023-04-03,10,Staff were extremely helpful.
573,23405,2024-07-06,10,
574,11888,2022-01-27,9,Great service!
575,11579,2025-01-31,8,
576,1281,2022-08-05,9,
577,11879,2024-05-20,9,
578,10902,2025-04-19,10,Fast and easy transactions.
579,14502,2023-07-08,9,Staff were extremely helpful.
580,23062,2025-03-24,9,
581,6784,2024-04-30,9,Very satisfied with the app.
582,17039,2024-02-12,9,
583,21508,2024-01-29,9,
584,7882,2023-06-01,10,
585,23333,2023-10-14,9,
586,8641,2023-11-04,9,
587,754,2025-02-19,10,Fast and easy transactions.
588,2241,2024-09-11,8,Average experience.
589,5800,2023-08-02,8,No issues so far.
590,10530,2023-06-08,9,Fees are too high.
591,2495,2024-12-18,9,
592,6177,2022-11-08,9,Great service!
593,8576,2024-01-08,10,
594,19675,2024-08-04,9,Staff were extremely helpful.
595,19627,2024-09-17,10,Staff were extremely helpful.
596,19330,2022-03-05,9,
597,14234,2025-05-14,9,Very satisfied with the app.
598,20364,2022-10-02,10,
599,21932,2025-03-08,10,
600,1597,2025-04-26,10,
601,9847,2024-03-28,1,Customer support was unhelpful.
602,13446,2025-02-13,8,No issues so far.
603,3905,2021-01-31,10,Staff were extremely helpful.
604,22912,2020-11-13,9,Fast and easy transactions.
605,16735,2023-07-13,10,Fast and easy transactions.
606,2207,2023-03-09,9,Fast and easy transactions.
607,2239,2021-12-21,9,
608,17541,2023-08-11,9,Very satisfied with the app.
609,9806,2023-03-28,9,Great service!
610,23538,2023-04-02,9,Nothing special to report.
611,13649,2025-03-24,9,Fast and easy transactions.
612,22720,2023-01-11,10,Very satisfied with the app.
613,2738,2021-06-04,7,Very satisfied with the app.
614,9066,2025-05-10,7,
615,7806,2025-01-23,10,
616,16925,2023-02-05,9,Staff were extremely helpful.
617,18913,2025-03-29,10,Fast and easy transactions.
618,22232,2023-03-29,10,
619,12287,2022-06-12,10,Fast and easy transactions.
620,2923,2022-09-22,9,Fast and easy transactions.
621,8642,2023-06-26,10,
622,13416,2024-12-17,9,Very satisfied with the app.
623,2698,2025-05-22,9,Service is OK.
624,17519,2024-08-15,10,
625,23011,2023-07-03,10,Staff were extremely helpful.
626,24918,2024-06-14,10,
627,11335,2025-05-23,7,Average experience.
628,22535,2024-09-20,10,
629,4770,2023-10-23,10,
630,22550,2024-12-23,4,Customer support was unhelpful.
631,23135,2024-11-04,9,Fast and easy transactions.
632,12259,2025-03-26,10,Fast and easy transactions.
633,4180,2024-01-15,10,Very satisfied with the app.
634,16059,2022-01-30,9,Fast and easy transactions.
635,20815,2025-01-08,9,Very satisfied with the app.
636,22762,2023-10-27,10,Staff were extremely helpful.
637,14002,2022-08-12,10,
638,20426,2025-01-31,10,Staff were extremely helpful.
639,21352,2024-11-02,9,
640,19928,2022-12-26,7,Fees are too high.
641,2357,2021-03-14,9,Great service!
642,1855,2023-05-05,8,No issues so far.
643,9086,2025-03-15,7,Staff were extremely helpful.
644,76,2021-09-08,10,Nothing special to report.
645,17277,2024-02-01,10,Great service!
646,9142,2024-08-16,10,Staff were extremely helpful.
647,1826,2025-04-23,9,
648,2037,2025-05-01,10,Great service!
649,20255,2025-02-17,7,No issues so far.
650,21238,2024-07-04,9,Fast and easy transactions.
651,24700,2023-07-10,10,Very satisfied with the app.
652,6204,2024-05-09,10,Very satisfied with the app.
653,2983,2023-08-26,10,
654,12341,2023-04-13,9,Staff were extremely helpful.
655,775,2024-12-10,2,
656,11605,2025-03-10,8,
657,23673,2025-02-02,6,Long waiting times.
658,9220,2025-04-01,9,Very satisfied with the app.
659,18790,2024-04-04,9,
660,24100,2024-12-25,9,Very satisfied with the app.
661,16086,2025-03-21,10,Staff were extremely helpful.
662,3143,2022-11-06,9,Very satisfied with the app.
663,7864,2023-09-16,10,
664,4160,2022-03-20,9,Very satisfied with the app.
665,23441,2024-06-03,9,Staff were extremely helpful.
666,4159,2024-02-02,10,
667,978,2022-07-20,4,Fees are too high.
668,22956,2024-06-16,10,Staff were extremely helpful.
669,24341,2024-05-22,9,
670,9095,2023-03-06,9,Staff were extremely helpful.
671,4468,2020-12-08,8,Nothing special to report.
672,2213,2024-11-01,9,Fast and easy transactions.
673,3368,2025-02-20,10,Very satisfied with the app.
674,13804,2023-06-10,5,Long waiting times.
675,13110,2025-05-14,7,Average experience.
676,2785,2023-03-09,10,
677,10163,2024-11-24,8,No issues so far.
678,19042,2024-04-23,10,Very satisfied with the app.
679,18039,2022-08-12,9,
680,1032,2024-11-24,10,Fast and easy transactions.
681,12263,2023-09-06,10,Fast and easy transactions.
682,13654,2022-11-12,10,Great service!
683,18466,2020-09-14,9,
684,19910,2023-03-18,9,Great service!
685,20607,2025-03-08,9,Great service!
686,15936,2022-07-12,9,
687,16863,2025-05-02,10,
688,5986,2023-10-30,9,
689,3487,2024-09-28,9,Very satisfied with the app.
690,2978,2022-07-22,10,Very satisfied with the app.
691,6383,2024-05-10,9,Staff were extremely helpful.
692,6951,2021-10-05,9,
693,23684,2021-04-05,9,
694,10673,2021-07-07,9,
695,16818,2023-09-22,9,
696,17043,2025-04-22,9,Great service!
