Loan_ID,Client_ID,Loan_Type,Principal_Amount,Interest_Rate,Loan_Term_Months,Start_Date,End_Date,Outstanding_Balance,Loan_Status,Default_Status,Created_At
110,151,Auto Loan,18279.05,3.8,48,2022-04-19,2026-04-19,18279.05,Active,No,2022-04-18 05:43:21
111,152,Student Loan,52767.87,2.9,120,2021-05-18,2031-05-18,0.0,Closed,No,2021-05-14 04:59:40
112,152,Student Loan,40265.21,2.9,120,2020-04-13,2030-04-13,0.0,Closed,No,2020-04-11 03:36:25
113,152,Personal Loan,24542.4,4.2,60,2022-01-09,2027-01-09,0.0,Closed,No,2022-01-08 20:14:11
114,152,Small Business Loan,125579.56,5.5,84,2023-12-13,2030-12-13,0.0,Closed,No,2023-12-12 18:50:08
115,154,Auto Loan,61138.85,3.8,48,2024-03-07,2028-03-07,0.0,Closed,No,2024-03-02 21:35:21
116,154,Credit Line,19506.92,6.0,12,2021-04-18,2022-04-18,19506.92,Active,No,2021-04-15 07:29:32
117,154,Small Business Loan,207137.41,5.5,84,2024-12-07,2031-12-07,207137.41,Active,No,2024-12-06 00:40:42
118,155,Mortgage,271880.45,1.5,240,2023-03-25,2043-03-25,271880.45,Active,No,2023-03-20 18:05:58
119,157,Small Business Loan,55261.78,5.5,84,2023-08-03,2030-08-03,0.0,Closed,No,2023-08-02 13:31:30
120,164,Auto Loan,74930.53,3.8,48,2023-08-09,2027-08-09,74930.53,Active,No,2023-08-04 05:04:39
121,164,Personal Loan,45039.99,4.2,60,2021-06-09,2026-06-09,0.0,Closed,No,2021-06-08 15:02:50
122,165,Mortgage,121736.21,1.5,240,2025-04-03,2045-04-03,0.0,Closed,No,2025-03-27 19:58:09
123,166,Credit Line,6156.7,6.0,12,2022-02-19,2023-02-19,0.0,Closed,No,2022-02-14 14:18:37
124,167,Mortgage,332882.69,1.5,240,2025-01-03,2045-01-03,0.0,Closed,No,2025-01-01 08:40:24
125,168,Student Loan,35325.26,2.9,120,2024-04-08,2034-04-08,35325.26,Active,No,2024-04-03 07:10:01
126,168,Credit Line,15294.93,6.0,12,2022-06-16,2023-06-16,0.0,Closed,No,2022-06-11 22:57:23
127,171,Student Loan,5961.88,2.9,120,2021-01-28,2031-01-28,0.0,Closed,No,2021-01-27 15:00:41
128,173,Personal Loan,2860.03,4.2,60,2023-05-06,2028-05-06,0.0,Closed,No,2023-05-05 00:48:01
129,173,Credit Line,4587.39,6.0,12,2021-03-05,2022-03-05,4587.39,Active,No,2021-02-27 08:22:07
130,174,Personal Loan,13426.91,4.2,60,2024-07-26,2029-07-26,13426.91,Active,No,2024-07-19 04:00:20
131,176,Credit Line,5925.06,6.0,12,2022-12-09,2023-12-09,0.0,Closed,No,2022-12-07 23:59:30
132,176,Credit Line,19562.91,6.0,12,2023-11-04,2024-11-04,0.0,Closed,No,2023-10-29 23:56:53
133,179,Small Business Loan,75923.41,5.5,84,2022-09-19,2029-09-19,75923.41,Active,No,2022-09-13 17:42:55
134,182,Mortgage,275374.64,1.5,240,2021-08-08,2041-08-08,275374.64,Active,No,2021-08-04 13:22:13
135,182,Credit Line,10649.67,6.0,12,2022-09-21,2023-09-21,0.0,Closed,No,2022-09-19 07:40:01
136,183,Personal Loan,10860.61,4.2,60,2020-09-10,2025-09-10,10860.61,Active,No,2020-09-03 15:23:30
137,184,Mortgage,466174.87,1.5,240,2020-03-25,2040-03-25,0.0,Closed,No,2020-03-18 20:22:04
138,185,Credit Line,4242.57,6.0,12,2020-09-13,2021-09-13,0.0,Closed,No,2020-09-11 02:31:01
139,186,Mortgage,93438.87,1.5,240,2025-04-02,2045-04-02,93438.87,Active,No,2025-04-01 19:31:28
140,186,Auto Loan,30001.93,3.8,48,2020-04-12,2024-04-12,30001.93,Active,No,2020-04-06 17:16:53
141,188,Credit Line,5703.33,6.0,12,2023-06-02,2024-06-02,0.0,Closed,No,2023-05-30 08:28:47
142,188,Student Loan,28161.79,2.9,120,2022-07-27,2032-07-27,0.0,Closed,No,2022-07-26 08:59:45
143,189,Credit Line,16502.9,6.0,12,2022-05-06,2023-05-06,0.0,Closed,No,2022-05-03 16:38:23
144,189,Mortgage,149839.07,1.5,240,2024-08-22,2044-08-22,149839.07,Active,No,2024-08-18 11:33:31
145,190,Credit Line,18505.56,6.0,12,2020-03-22,2021-03-22,0.0,Closed,No,2020-03-15 20:33:03
146,192,Small Business Loan,60997.5,5.5,84,2020-06-13,2027-06-13,60997.5,Active,No,2020-06-07 21:54:45
147,192,Mortgage,87751.58,1.5,240,2023-12-30,2043-12-30,0.0,Closed,No,2023-12-29 22:39:23
148,192,Student Loan,17126.48,2.9,120,2022-02-13,2032-02-13,17126.48,Active,No,2022-02-10 05:31:05
149,193,Credit Line,11513.82,6.0,12,2021-05-23,2022-05-23,0.0,Closed,No,2021-05-21 19:15:53
150,195,Credit Line,11663.93,6.0,12,2025-01-15,2026-01-15,0.0,Closed,No,2025-01-13 22:30:08
151,196,Small Business Loan,103843.48,5.5,84,2021-06-24,2028-06-24,0.0,Closed,No,2021-06-19 04:52:47
152,197,Auto Loan,48743.02,3.8,48,2021-03-06,2025-03-06,0.0,Closed,No,2021-03-01 11:01:34
153,199,Credit Line,6844.74,6.0,12,2021-04-19,2022-04-19,6844.74,Active,No,2021-04-14 17:44:06
154,199,Personal Loan,2324.94,4.2,60,2022-07-03,2027-07-03,2324.94,Active,No,2022-06-28 22:31:08
155,203,Small Business Loan,91181.68,5.5,84,2024-03-17,2031-03-17,0.0,Closed,No,2024-03-14 03:36:00
156,204,Credit Line,782.56,6.0,12,2020-10-19,2021-10-19,0.0,Closed,No,2020-10-18 23:41:29
157,205,Mortgage,314898.68,1.5,240,2025-05-16,2045-05-16,0.0,Closed,No,2025-05-11 01:44:17
158,205,Personal Loan,3872.92,4.2,60,2020-07-22,2025-07-22,0.0,Closed,No,2020-07-20 22:03:23
159,206,Auto Loan,25847.23,3.8,48,2020-06-10,2024-06-10,25847.23,Active,No,2020-06-03 03:02:08
160,207,Personal Loan,43559.73,4.2,60,2021-09-13,2026-09-13,0.0,Closed,No,2021-09-10 21:12:46
161,210,Credit Line,17970.73,6.0,12,2024-01-12,2025-01-12,0.0,Closed,No,2024-01-06 04:03:18
162,210,Personal Loan,18624.28,4.2,60,2022-08-22,2027-08-22,0.0,Closed,No,2022-08-16 02:42:36
163,210,Auto Loan,7305.58,3.8,48,2023-03-27,2027-03-27,0.0,Closed,No,2023-03-20 12:01:23
164,210,Mortgage,188697.21,1.5,240,2023-05-09,2043-05-09,0.0,Closed,No,2023-05-02 18:42:16
165,211,Auto Loan,17018.58,3.8,48,2022-03-30,2026-03-30,0.0,Closed,No,2022-03-29 22:24:04
166,211,Student Loan,25411.24,2.9,120,2021-04-01,2031-04-01,0.0,Closed,No,2021-03-30 05:16:26
167,212,Small Business Loan,215341.17,5.5,84,2021-02-12,2028-02-12,0.0,Closed,No,2021-02-05 05:55:33
168,212,Mortgage,96339.7,1.5,240,2023-10-12,2043-10-12,96339.7,Active,No,2023-10-10 05:10:49
169,215,Auto Loan,39346.31,3.8,48,2024-02-20,2028-02-20,0.0,Closed,No,2024-02-13 10:03:28
170,215,Small Business Loan,131388.67,5.5,84,2023-04-02,2030-04-02,0.0,Closed,No,2023-04-01 18:05:20
171,215,Credit Line,19486.15,6.0,12,2024-01-14,2025-01-14,0.0,Closed,No,2024-01-07 03:06:31
172,217,Small Business Loan,23266.27,5.5,84,2024-11-10,2031-11-10,23266.27,Active,No,2024-11-03 07:43:50
173,217,Personal Loan,43882.82,4.2,60,2021-03-15,2026-03-15,0.0,Closed,No,2021-03-11 22:35:40
174,218,Small Business Loan,233658.78,5.5,84,2020-02-17,2027-02-17,0.0,Closed,No,2020-02-13 22:59:39
175,221,Mortgage,121986.42,1.5,240,2020-12-01,2040-12-01,0.0,Closed,No,2020-11-28 00:45:15
176,221,Small Business Loan,114275.4,5.5,84,2023-05-25,2030-05-25,0.0,Closed,No,2023-05-19 20:23:59
177,224,Credit Line,15335.28,6.0,12,2023-07-04,2024-07-04,0.0,Closed,No,2023-06-28 10:20:36
178,225,Small Business Loan,175148.21,5.5,84,2024-08-02,2031-08-02,0.0,Closed,No,2024-07-31 11:49:41
179,225,Mortgage,288034.35,1.5,240,2021-11-19,2041-11-19,288034.35,Active,No,2021-11-18 23:09:50
180,228,Credit Line,10788.57,6.0,12,2024-10-30,2025-10-30,0.0,Closed,No,2024-10-26 02:18:12
181,228,Personal Loan,46253.01,4.2,60,2020-12-27,2025-12-27,46253.01,Active,No,2020-12-23 16:11:28
182,228,Credit Line,8281.25,6.0,12,2021-06-10,2022-06-10,0.0,Closed,No,2021-06-08 11:54:59
183,228,Credit Line,19330.91,6.0,12,2023-10-12,2024-10-12,0.0,Closed,No,2023-10-05 15:07:18
184,229,Credit Line,2202.89,6.0,12,2024-07-06,2025-07-06,0.0,Closed,No,2024-06-29 18:07:01
185,231,Small Business Loan,131331.15,5.5,84,2022-01-28,2029-01-28,0.0,Closed,No,2022-01-24 18:35:58
186,233,Small Business Loan,132672.14,5.5,84,2022-10-10,2029-10-10,0.0,Closed,Yes,2022-10-06 08:26:28
187,234,Personal Loan,20923.34,4.2,60,2021-06-25,2026-06-25,20923.34,Active,No,2021-06-22 09:29:33
188,238,Personal Loan,33405.15,4.2,60,2020-02-26,2025-02-26,0.0,Closed,No,2020-02-23 13:07:17
189,239,Small Business Loan,118587.36,5.5,84,2025-05-19,2032-05-19,118587.36,Active,No,2025-05-14 16:43:13
190,240,Student Loan,15399.87,2.9,120,2022-04-11,2032-04-11,15399.87,Active,No,2022-04-10 08:36:21
191,243,Auto Loan,33301.13,3.8,48,2020-04-29,2024-04-29,0.0,Closed,Yes,2020-04-25 06:00:31
192,243,Personal Loan,9614.48,4.2,60,2021-03-01,2026-03-01,0.0,Closed,No,2021-02-26 20:27:13
193,245,Credit Line,13287.25,6.0,12,2021-07-25,2022-07-25,13287.25,Active,No,2021-07-21 10:38:26
194,247,Small Business Loan,210559.77,5.5,84,2024-03-27,2031-03-27,0.0,Closed,No,2024-03-22 23:49:01
195,248,Student Loan,32677.78,2.9,120,2021-09-28,2031-09-28,32677.78,Active,No,2021-09-27 02:07:28
196,249,Credit Line,8165.16,6.0,12,2022-05-22,2023-05-22,8165.16,Active,No,2022-05-18 01:35:17
197,253,Mortgage,416639.72,1.5,240,2020-04-15,2040-04-15,0.0,Closed,No,2020-04-09 03:56:11
198,255,Student Loan,50231.97,2.9,120,2024-12-28,2034-12-28,0.0,Closed,No,2024-12-22 12:10:36
199,257,Mortgage,73590.06,1.5,240,2020-05-30,2040-05-30,0.0,Closed,No,2020-05-28 06:52:35
200,258,Credit Line,4281.45,6.0,12,2025-01-25,2026-01-25,0.0,Closed,No,2025-01-20 23:19:47
201,262,Student Loan,46667.04,2.9,120,2025-02-17,2035-02-17,0.0,Closed,No,2025-02-12 11:16:36
202,263,Personal Loan,32204.87,4.2,60,2023-05-01,2028-05-01,0.0,Closed,No,2023-04-26 23:33:59
203,267,Credit Line,13384.81,6.0,12,2024-06-18,2025-06-18,0.0,Closed,No,2024-06-12 00:13:29
204,267,Student Loan,17818.75,2.9,120,2021-01-17,2031-01-17,17818.75,Active,No,2021-01-12 15:08:19
205,269,Auto Loan,66455.91,3.8,48,2023-11-19,2027-11-19,0.0,Closed,No,2023-11-13 03:21:25
206,270,Small Business Loan,218569.8,5.5,84,2020-07-01,2027-07-01,218569.8,Active,No,2020-06-29 08:49:44
207,271,Mortgage,193395.04,1.5,240,2022-10-14,2042-10-14,0.0,Closed,No,2022-10-09 15:49:31
208,271,Credit Line,19153.67,6.0,12,2022-12-17,2023-12-17,19153.67,Active,No,2022-12-10 11:04:43
209,272,Small Business Loan,119348.94,5.5,84,2020-05-29,2027-05-29,119348.94,Active,No,2020-05-22 14:19:11
210,273,Mortgage,462794.56,1.5,240,2022-12-12,2042-12-12,0.0,Closed,No,2022-12-07 11:44:17
211,274,Student Loan,36733.42,2.9,120,2022-03-19,2032-03-19,36733.42,Active,No,2022-03-17 12:16:54
212,277,Small Business Loan,92919.26,5.5,84,2020-05-15,2027-05-15,92919.26,Active,No,2020-05-09 19:37:40
213,277,Personal Loan,37192.84,4.2,60,2023-03-09,2028-03-09,0.0,Closed,No,2023-03-05 03:58:21
214,280,Small Business Loan,27883.86,5.5,84,2024-03-20,2031-03-20,0.0,Closed,No,2024-03-17 03:20:13
215,281,Small Business Loan,234537.46,5.5,84,2020-04-16,2027-04-16,0.0,Closed,No,2020-04-15 01:51:49
216,283,Small Business Loan,179781.83,5.5,84,2023-04-28,2030-04-28,179781.83,Active,Yes,2023-04-25 15:26:02
217,285,Personal Loan,29527.19,4.2,60,2023-02-04,2028-02-04,0.0,Closed,No,2023-02-01 15:27:54
218,286,Mortgage,184912.71,1.5,240,2020-10-15,2040-10-15,184912.71,Active,No,2020-10-10 09:50:21
219,286,Credit Line,11090.52,6.0,12,2023-05-06,2024-05-06,0.0,Closed,No,2023-05-01 11:06:54
220,287,Student Loan,23191.93,2.9,120,2021-12-21,2031-12-21,23191.93,Active,No,2021-12-17 14:46:50
221,288,Student Loan,33785.85,2.9,120,2023-03-13,2033-03-13,0.0,Closed,No,2023-03-10 08:35:26
222,290,Credit Line,17232.62,6.0,12,2020-06-18,2021-06-18,0.0,Closed,No,2020-06-14 02:13:19
223,291,Student Loan,25352.07,2.9,120,2024-10-16,2034-10-16,25352.07,Active,Yes,2024-10-11 14:12:14
224,292,Mortgage,109610.18,1.5,240,2020-01-17,2040-01-17,0.0,Closed,No,2020-01-11 09:07:59
225,294,Auto Loan,70481.19,3.8,48,2021-09-22,2025-09-22,0.0,Closed,No,2021-09-18 08:20:41
226,294,Mortgage,269462.87,1.5,240,2023-11-07,2043-11-07,269462.87,Active,No,2023-10-31 22:59:19
227,295,Mortgage,73724.13,1.5,240,2021-10-04,2041-10-04,0.0,Closed,No,2021-10-01 03:00:26
228,295,Small Business Loan,140611.71,5.5,84,2024-09-17,2031-09-17,0.0,Closed,No,2024-09-15 06:12:08
229,295,Small Business Loan,119133.64,5.5,84,2020-12-02,2027-12-02,0.0,Closed,No,2020-12-01 05:06:20
230,295,Small Business Loan,148535.42,5.5,84,2022-12-21,2029-12-21,0.0,Closed,No,2022-12-16 07:54:20
231,296,Credit Line,15318.23,6.0,12,2020-04-07,2021-04-07,15318.23,Active,No,2020-04-02 06:20:09
232,297,Auto Loan,32312.43,3.8,48,2021-04-26,2025-04-26,0.0,Closed,No,2021-04-24 12:19:05
233,297,Personal Loan,22721.18,4.2,60,2022-03-02,2027-03-02,0.0,Closed,No,2022-02-23 06:06:11
234,298,Personal Loan,5227.86,4.2,60,2023-11-25,2028-11-25,0.0,Closed,No,2023-11-23 21:28:46
235,299,Auto Loan,42036.54,3.8,48,2020-07-19,2024-07-19,0.0,Closed,No,2020-07-17 21:26:40
