Financial_Metrics_ID,Date,Interest_Income,Interest_Expense,Average_Earning_Assets,Net_Income,Average_Total_Assets,Average_Equity,Created_At
155,2020-06-03,139557.58,36883.01,182129213.61,63133.4,182129213.61,52581575.9,2025-05-25 21:55:48.313112
156,2020-06-04,111225.2,44157.07,183323972.27,1110.05,183323972.27,52103720.03,2025-05-25 21:55:48.313112
157,2020-06-05,130350.15,40020.09,184521000.67,40399.89,184521000.67,51329309.28,2025-05-25 21:55:48.313112
158,2020-06-06,118864.47,31870.55,185716645.69,52250.79,185716645.69,51406880.15,2025-05-25 21:55:48.313112
159,2020-06-07,132807.46,48332.58,186911694.82,15968.02,186911694.82,54245819.36,2025-05-25 21:55:48.313112
160,2020-06-08,136922.35,39762.84,188106358.52,50020.33,188106358.52,54115160.05,2025-05-25 21:55:48.313112
161,2020-06-09,136900.88,46334.88,189302881.85,28084.91,189302881.85,54811127.6,2025-05-25 21:55:48.313112
162,2020-06-10,127631.77,43807.81,190507855.74,24149.65,190507855.74,57377909.76,2025-05-25 21:55:48.313112
163,2020-06-11,137538.27,46135.48,191712683.46,29599.43,191712683.46,57560114.38,2025-05-25 21:55:48.313112
164,2020-06-12,126210.42,46411.42,192910611.24,13575.84,192910611.24,58185433.32,2025-05-25 21:55:48.313112
165,2020-06-13,125134.99,39413.73,194112710.04,35467.56,194112710.04,60783645.3,2025-05-25 21:55:48.313112
166,2020-06-14,136023.36,40547.6,195310013.45,46205.8,195310013.45,61258490.37,2025-05-25 21:55:48.313112
167,2020-06-15,154778.91,36925.81,196508205.38,83285.84,196508205.38,60051774.4,2025-05-25 21:55:48.313112
168,2020-06-16,123219.01,37648.53,197702260.29,38796.93,197702260.29,59299299.51,2025-05-25 21:55:48.313112
169,2020-06-17,139341.53,40281.88,198891970.42,51515.76,198891970.42,60266884.73,2025-05-25 21:55:48.313112
170,2020-06-18,143630.49,43672.77,200076800.79,45931.42,200076800.79,59362245.92,2025-05-25 21:55:48.313112
171,2020-06-19,137899.51,41341.51,201264726.19,46060.97,201264726.19,57412054.2,2025-05-25 21:55:48.313112
172,2020-06-20,139863.03,39059.08,202452660.4,56287.09,202452660.4,56609406.17,2025-05-25 21:55:48.313112
173,2020-06-21,156028.27,51151.41,203647449.79,37532.99,203647449.79,53981605.13,2025-05-25 21:55:48.313112
174,2020-06-22,147288.22,44647.61,204836079.94,47558.91,204836079.94,53397449.79,2025-05-25 21:55:48.313112
175,2020-06-23,149747.47,39636.05,206026893.66,67543.13,206026893.66,53517253.48,2025-05-25 21:55:48.313112
176,2020-06-24,131520.97,43030.81,207220319.57,31925.27,207220319.57,50733257.04,2025-05-25 21:55:48.313112
177,2020-06-25,143442.86,42132.64,208417353.16,50815.02,208417353.16,51590694.0,2025-05-25 21:55:48.313112
178,2020-06-26,146165.71,42878.16,209614544.1,51960.42,209614544.1,52227579.36,2025-05-25 21:55:48.313112
179,2020-06-27,118527.22,42766.7,210807181.39,15480.65,210807181.39,54149375.89,2025-05-25 21:55:48.313112
180,2020-06-28,121833.48,40554.63,212000165.76,27262.54,212000165.76,54972674.97,2025-05-25 21:55:48.313112
181,2020-06-29,138699.75,45738.74,213191504.01,32470.54,213191504.01,58289044.63,2025-05-25 21:55:48.313112
182,2020-06-30,121898.86,42468.96,214392581.32,20968.6,214392581.32,59164702.42,2025-05-25 21:55:48.313112
183,2020-07-01,124926.28,38245.55,215589899.05,39083.21,215589899.05,60798695.6,2025-05-25 21:55:48.313112
184,2020-07-02,140608.04,37237.45,216788266.61,63352.56,216788266.61,62472424.97,2025-05-25 21:55:48.313112
185,2020-07-03,149432.42,44063.96,217991944.29,52363.37,217991944.29,62819622.48,2025-05-25 21:55:48.313112
186,2020-07-04,131287.06,40681.51,219199346.9,39444.39,219199346.9,62615419.78,2025-05-25 21:55:48.313112
187,2020-07-05,148787.34,45578.02,220409238.55,46456.37,220409238.55,63833844.22,2025-05-25 21:55:48.313112
188,2020-07-06,154540.34,42562.09,221630445.73,64180.14,221630445.73,62901770.46,2025-05-25 21:55:48.313112
189,2020-07-07,121839.97,33684.52,222841178.04,50171.57,222841178.04,64006135.06,2025-05-25 21:55:48.313112
190,2020-07-08,132689.4,42146.16,224052804.32,36432.0,224052804.32,65719597.79,2025-05-25 21:55:48.313112
191,2020-07-09,130179.14,38604.74,225259718.75,44889.71,225259718.75,66686421.42,2025-05-25 21:55:48.313112
192,2020-07-10,142361.6,43245.45,226462835.48,45663.97,226462835.48,67050918.34,2025-05-25 21:55:48.313112
193,2020-07-11,114815.33,41719.13,227669552.61,14023.34,227669552.61,64871112.64,2025-05-25 21:55:48.313112
194,2020-07-12,134301.98,42989.69,228863978.2,35770.36,228863978.2,65072135.78,2025-05-25 21:55:48.313112
195,2020-07-13,116979.87,42646.92,230048729.09,13816.78,230048729.09,66226996.12,2025-05-25 21:55:48.313112
196,2020-07-14,129054.19,42752.14,231239743.97,29565.13,231239743.97,63433180.95,2025-05-25 21:55:48.313112
197,2020-07-15,154705.23,48102.58,232428104.13,45931.72,232428104.13,63573775.86,2025-05-25 21:55:48.313112
198,2020-07-16,141352.21,41015.08,233620589.63,51752.67,233620589.63,61353768.25,2025-05-25 21:55:48.313112
199,2020-07-17,122699.77,43464.36,234814213.35,18718.5,234814213.35,64304711.89,2025-05-25 21:55:48.313112
200,2020-07-18,115967.05,41235.41,236003262.09,17171.35,236003262.09,63829753.33,2025-05-25 21:55:48.313112
201,2020-07-19,131133.92,46958.19,237205272.01,18317.93,237205272.01,66712501.35,2025-05-25 21:55:48.313112
202,2020-07-20,135857.5,45624.45,238410164.2,29061.83,238410164.2,65824430.92,2025-05-25 21:55:48.313112
203,2020-07-21,119477.5,43754.41,239614468.93,13455.29,239614468.93,69869374.35,2025-05-25 21:55:48.313112
204,2020-07-22,139438.3,44687.69,240820043.17,36958.74,240820043.17,70728992.44,2025-05-25 21:55:48.313112
205,2020-07-23,144906.26,40340.05,242023043.48,58741.51,242023043.48,71166428.68,2025-05-25 21:55:48.313112
206,2020-07-24,134640.88,45658.54,243221559.04,27326.05,243221559.04,68199395.55,2025-05-25 21:55:48.313112
207,2020-07-25,138457.93,43493.14,244420640.83,39633.42,244420640.83,72095111.38,2025-05-25 21:55:48.313112
208,2020-07-26,151918.18,44297.64,245613564.22,54898.79,245613564.22,68365421.54,2025-05-25 21:55:48.313112
209,2020-07-27,145790.33,41465.93,246809619.16,56167.33,246809619.16,68917774.82,2025-05-25 21:55:48.313112
210,2020-07-28,137418.23,41122.56,248006950.49,46149.11,248006950.49,68728591.41,2025-05-25 21:55:48.313112
211,2020-07-29,134624.3,39273.6,249206883.56,48587.06,249206883.56,68723504.1,2025-05-25 21:55:48.313112
212,2020-07-30,125881.55,37499.31,250408383.12,42844.37,250408383.12,70259402.23,2025-05-25 21:55:48.313112
213,2020-07-31,146062.3,39455.1,251606389.2,63232.73,251606389.2,73186014.31,2025-05-25 21:55:48.313112
214,2020-08-01,125567.47,41813.26,252801763.73,28045.75,252801763.73,72744054.26,2025-05-25 21:55:48.313112
215,2020-08-02,135462.71,41362.45,254001701.11,42742.11,254001701.11,76816804.56,2025-05-25 21:55:48.313112
216,2020-08-03,106056.31,46803.3,255201530.97,-14602.59,255201530.97,77125977.6,2025-05-25 21:55:48.313112
217,2020-08-04,128094.58,41585.22,256396311.1,32175.38,256396311.1,75659745.54,2025-05-25 21:55:48.313112
218,2020-08-05,152350.01,44053.19,257590489.5,56289.37,257590489.5,76150022.42,2025-05-25 21:55:48.313112
219,2020-08-06,147968.84,38710.57,258780575.88,68256.53,258780575.88,75044250.0,2025-05-25 21:55:48.313112
220,2020-08-07,134906.07,43139.16,259975166.18,36077.56,259975166.18,74863045.15,2025-05-25 21:55:48.313112
221,2020-08-08,120167.09,42921.49,261172899.68,17151.18,261172899.68,76514259.77,2025-05-25 21:55:48.313112
222,2020-08-09,126064.6,47044.59,262363599.68,11270.82,262363599.68,73603119.76,2025-05-25 21:55:48.313112
223,2020-08-10,134875.75,40119.3,263551530.58,46103.34,263551530.58,76328662.89,2025-05-25 21:55:48.313112
224,2020-08-11,143062.84,37609.67,264739961.86,65384.87,264739961.86,79155288.17,2025-05-25 21:55:48.313112
225,2020-08-12,111774.69,42139.58,265927828.6,8567.66,265927828.6,77416139.89,2025-05-25 21:55:48.313112
226,2020-08-13,141095.32,38416.41,267125895.95,60072.38,267125895.95,81721420.39,2025-05-25 21:55:48.313112
227,2020-08-14,120352.53,34919.29,268324067.89,44072.41,268324067.89,80218229.67,2025-05-25 21:55:48.313112
228,2020-08-15,134974.76,36690.42,269524862.86,57664.95,269524862.86,80576098.44,2025-05-25 21:55:48.313112
229,2020-08-16,128752.06,41206.81,270730943.45,34313.39,270730943.45,84920913.67,2025-05-25 21:55:48.313112
230,2020-08-17,132050.9,43151.6,271942770.9,32229.2,271942770.9,82062693.16,2025-05-25 21:55:48.313112
231,2020-08-18,128234.36,40480.34,273164726.69,36044.66,273164726.69,80431339.88,2025-05-25 21:55:48.313112
232,2020-08-19,133696.54,44767.49,274386842.84,29037.09,274386842.84,81634939.4,2025-05-25 21:55:48.313112
233,2020-08-20,135261.47,43509.0,275605122.4,35318.61,275605122.4,79220258.76,2025-05-25 21:55:48.313112
234,2020-08-21,137929.65,38308.33,276817353.2,56211.78,276817353.2,80269754.83,2025-05-25 21:55:48.313112
235,2020-08-22,141981.22,41473.55,278031069.05,51063.12,278031069.05,76870342.32,2025-05-25 21:55:48.313112
236,2020-08-23,117326.86,44374.77,279243817.26,8519.9,279243817.26,74997467.5,2025-05-25 21:55:48.313112
237,2020-08-24,136746.66,50413.98,280448300.68,14282.27,280448300.68,77492284.53,2025-05-25 21:55:48.313112
238,2020-08-25,132255.53,44186.46,281649607.09,29052.5,281649607.09,80178741.23,2025-05-25 21:55:48.313112
239,2020-08-26,116657.81,45808.34,282853148.45,2849.31,282853148.45,78495104.51,2025-05-25 21:55:48.313112
