Feedback_ID,Client_ID,Survey_Date,NPS_Score,Comments
222,1123,2024-03-21,1,Eius porro aut fugit pariatur eius vitae. Voluptatibus quos sit illum vitae.
223,1378,2024-09-05,10,
224,649,2025-03-16,9,Tenetur error eos laborum. Veniam quidem enim repudiandae deserunt. Voluptatibus eos mollitia exercitationem laudantium.
225,1028,2022-03-19,1,Assumenda dolorem incidunt aliquid delectus.
226,369,2023-04-05,2,
227,945,2024-07-24,5,Quibusdam doloremque cupiditate.
228,254,2024-03-24,6,Eveniet officiis corrupti. Ab architecto beatae neque ex.
229,32,2024-01-15,1,
230,101,2025-02-06,1,Vitae necessitatibus repellat occaecati voluptatem sunt corporis aspernatur.
231,148,2022-10-08,8,
232,692,2023-10-28,7,Soluta nam et officia fugiat totam nam. Commodi nulla placeat atque nemo nulla ratione.
233,1424,2022-09-22,9,Non reprehenderit molestiae debitis qui incidunt.
234,359,2025-03-26,2,
235,484,2024-10-04,8,
236,378,2021-01-21,8,
237,277,2023-10-24,0,
238,970,2025-05-14,7,
239,533,2021-04-15,8,
240,958,2024-03-31,8,
241,279,2022-10-08,3,Assumenda minima eos quo. Maxime praesentium temporibus praesentium laudantium nesciunt.
242,273,2024-10-03,6,Quas deleniti cumque. Quo repellendus corrupti natus beatae. Ipsam a totam quasi praesentium.
243,1002,2024-11-12,7,
244,429,2024-10-08,6,Dicta blanditiis ratione. Corrupti enim natus corrupti. Animi dicta unde accusamus eos quos.
245,883,2023-11-24,4,Tempore culpa fugit eius enim aliquam quam ad. Ducimus tempora voluptatem reiciendis deserunt eius.
246,818,2023-11-27,4,
247,463,2023-08-11,2,
248,759,2023-12-02,7,Iusto neque eos dolores. Quod magnam voluptate.
249,221,2021-11-02,5,Deleniti repudiandae occaecati assumenda. Illo ipsa facilis expedita id vitae quis. Eos quam unde vel cum magnam.
250,158,2024-02-15,6,
251,1448,2023-05-27,5,Officiis facilis corrupti perspiciatis.
252,381,2024-08-19,2,
253,1104,2024-01-21,7,
254,6,2022-04-15,7,
255,99,2024-12-17,8,
256,932,2020-05-12,7,
257,103,2025-05-02,0,Impedit incidunt sed. Commodi ipsum reprehenderit ducimus qui quisquam aperiam vero.
258,300,2024-04-30,3,Culpa sapiente quasi excepturi.
259,1039,2023-07-05,7,Tempore dicta ipsum quaerat voluptate. Corrupti ad aliquid. Quisquam alias quaerat velit molestias ab.
260,843,2025-04-14,5,
261,504,2024-12-23,4,
262,832,2024-05-20,6,Molestiae magni eaque officia sit.
263,170,2023-02-19,8,Quidem mollitia ipsa. Minus ad iusto ipsam expedita quibusdam.
264,239,2024-01-07,5,
265,445,2024-02-22,7,Labore necessitatibus ipsa perspiciatis mollitia sit occaecati.
266,870,2025-01-24,4,Commodi dignissimos esse libero. Possimus quibusdam debitis provident eum atque iste porro.
267,675,2024-07-30,5,
268,385,2022-11-15,1,Consectetur veritatis similique officia qui. Est hic quod perferendis ratione.
269,1455,2024-09-22,7,
270,263,2021-09-29,7,Aliquam quibusdam excepturi at. Iste blanditiis provident consectetur neque officiis voluptatibus incidunt. Quaerat nemo quia.
271,86,2022-08-01,0,Repellendus expedita laboriosam voluptates repudiandae deleniti officia.
272,1046,2021-09-16,2,
273,1307,2023-08-15,2,Voluptates eaque deserunt a ipsum voluptatibus. Labore sunt ut perspiciatis iste sequi.
274,822,2025-04-24,8,Perferendis aliquid similique sequi.
275,203,2024-06-11,7,Sequi voluptates cum ullam deleniti recusandae. Quam neque unde molestias quis.
276,1023,2025-04-06,6,
277,536,2020-10-06,2,
278,1247,2024-12-30,9,
279,638,2020-10-07,10,
280,207,2024-07-02,1,
281,1358,2023-12-22,0,Voluptatibus deserunt totam natus minus fugit. Nulla magni aliquam in perferendis. Dolore perferendis molestias assumenda quis.
282,246,2024-11-10,4,Optio vitae molestias. Reprehenderit esse deleniti.
283,1250,2022-07-27,1,
284,1268,2025-04-19,10,
285,278,2024-07-09,0,Atque aut placeat ad dolorum.
286,1248,2023-12-02,6,Atque aut voluptates atque nostrum eius. Officiis illo placeat esse nihil dolore.
287,361,2023-05-19,5,Voluptatibus quod est commodi. Exercitationem minima quam assumenda occaecati.
288,265,2024-12-25,4,
289,80,2024-12-27,9,
290,504,2024-10-23,6,
291,358,2025-03-23,4,
292,338,2022-07-20,2,Earum repudiandae expedita inventore inventore et. Laboriosam facere a aperiam. Consectetur earum repellendus laboriosam cupiditate optio architecto.
293,520,2023-09-09,9,
294,465,2023-12-19,0,
295,181,2023-02-22,5,
296,766,2023-04-15,10,
297,210,2022-03-16,8,
298,556,2024-03-03,2,
299,723,2024-07-21,3,Molestias vel modi laborum autem iure.
300,677,2025-05-10,10,Odit mollitia tempora.
301,1496,2024-02-03,8,Pariatur consequatur numquam esse assumenda. Commodi ut ab.
302,336,2025-02-06,2,Aliquid cum quibusdam numquam ipsam consectetur.
303,1138,2021-09-19,6,Iure amet ipsum aspernatur dolor. Deleniti minima officia non aliquid fugit.
304,1300,2023-06-25,4,
305,503,2023-12-27,4,Corrupti possimus vel porro tempore.
306,1159,2020-12-06,4,
307,571,2025-05-15,5,Modi provident aperiam autem recusandae occaecati. Asperiores eos officiis sequi fugit dignissimos.
308,523,2025-01-14,10,
309,468,2023-12-10,3,
310,276,2023-01-13,6,Perspiciatis cupiditate officia praesentium officiis consectetur excepturi.
311,691,2025-02-13,9,
312,1356,2024-12-10,6,Ad occaecati aliquam doloribus aspernatur reprehenderit.
313,629,2025-02-16,5,
314,755,2024-09-11,7,
315,869,2024-02-24,10,Hic similique sint facilis eligendi in autem.
316,831,2024-01-16,7,
317,1464,2021-07-15,8,
318,303,2024-06-23,9,Dolorem voluptatem molestias delectus quod. Non nisi architecto dolore. Pariatur expedita veniam necessitatibus libero aliquid.
319,258,2025-03-06,5,
320,1408,2025-04-18,4,Inventore animi doloribus. Laborum deserunt magnam dicta. Saepe aliquam est fuga est doloribus eligendi.
321,1417,2023-07-23,6,
322,1384,2024-01-24,1,
323,1105,2024-10-16,6,
324,1200,2025-03-07,1,Laudantium inventore commodi accusamus.
325,1281,2024-12-28,1,Quae ullam nemo sequi aperiam sapiente laboriosam. Provident quia assumenda nam.
326,777,2021-09-14,7,Eaque modi atque nulla repudiandae veniam facere facilis.
327,462,2025-04-21,8,Sed sequi cum velit molestiae. Neque iusto aspernatur commodi iure.
328,706,2023-10-23,10,
329,777,2025-05-02,5,
330,172,2021-06-18,9,
331,164,2024-09-14,10,Beatae praesentium aliquid dolore aliquid. Consequuntur necessitatibus iste vitae porro.
332,197,2024-02-08,3,
333,840,2024-11-12,5,Doloremque rerum repudiandae error necessitatibus. Neque iusto itaque nam voluptatum.
334,1009,2022-07-29,1,Dolor reiciendis libero quidem.
335,154,2024-10-06,7,Doloribus culpa voluptatum repellat doloremque. Nulla cupiditate excepturi nihil eos consequuntur. Fugit fugit iure autem.
336,1480,2024-09-24,0,Perferendis minus nam eius quibusdam. Itaque rem vitae quasi impedit.
337,1311,2023-10-16,7,
338,253,2025-02-07,7,
339,879,2024-06-17,5,
340,195,2025-01-08,4,
341,433,2025-01-26,5,Aperiam sapiente molestiae adipisci nihil ab autem.
342,1265,2024-10-30,5,Reiciendis quisquam at at minima voluptas. Numquam voluptatum minus inventore delectus voluptatibus iusto.
343,875,2024-05-16,2,Officiis eaque animi temporibus reiciendis dolores. Quasi consectetur quas optio reprehenderit culpa adipisci.
344,1481,2024-12-11,2,
345,829,2024-12-11,6,Id praesentium expedita iste. Libero ad culpa cupiditate iste. Illum dignissimos repellendus qui.
346,523,2025-02-04,10,Inventore sed eligendi. Odio repellat illo cum animi officia voluptates. Atque maiores sapiente non error qui.
347,677,2024-12-26,10,
348,1425,2024-08-19,2,Aspernatur ipsum quidem quisquam sit. Aspernatur rem atque exercitationem omnis facilis.
349,67,2025-01-03,8,Ipsa molestiae saepe velit consequuntur commodi sed. Sapiente eaque sed magni est laborum. Quaerat ratione illo perferendis ratione excepturi ipsum nihil.
350,543,2025-04-10,8,
351,757,2024-01-08,9,Repellat exercitationem dolores corporis a. Asperiores sunt voluptates enim voluptatum.
352,1061,2025-03-29,7,Officia recusandae vel soluta. Labore placeat necessitatibus possimus harum doloribus. Repellendus cumque esse praesentium blanditiis dignissimos laboriosam.
353,1193,2025-03-10,7,Necessitatibus tempore nam molestias explicabo consequuntur.
354,1199,2025-03-22,3,Expedita harum porro quaerat dolorum.
355,1317,2025-04-05,5,Minima atque dolorum vel commodi fugit sunt. Facilis cupiditate aspernatur ducimus molestias laboriosam nostrum exercitationem.
356,6,2021-10-19,9,
357,1207,2024-11-20,8,Hic perspiciatis quibusdam nemo molestiae.
358,1208,2024-06-18,2,
359,446,2023-11-25,0,
360,907,2025-03-14,4,Quidem earum officia consequatur recusandae ab. Perferendis repudiandae ratione possimus. Tempora laudantium voluptas occaecati perspiciatis dolorum error.
361,1415,2025-03-31,10,Culpa cum quam eaque aliquid nihil. Culpa aperiam nam veritatis cumque recusandae repellendus numquam. Neque aut perferendis doloribus illo nulla dolorem.
362,272,2022-10-19,5,
363,61,2023-07-25,9,
364,668,2025-02-11,9,Non voluptate earum similique suscipit voluptatem quisquam omnis. Dicta ipsa vitae illum doloremque cumque ducimus dignissimos. Autem vero quis quisquam ut necessitatibus aliquid.
365,518,2022-03-29,8,
366,524,2021-03-24,2,Vel iure iure distinctio.
367,1244,2024-10-04,7,Consectetur reiciendis consequuntur. Magni praesentium molestias aliquid.
368,428,2024-09-30,6,Maiores molestiae nostrum ipsum enim. Nulla placeat optio exercitationem.
369,963,2025-05-07,10,
370,476,2020-08-15,0,At ipsum ea ut omnis.
371,1218,2025-03-25,1,
372,1140,2025-02-26,5,
373,752,2025-03-24,8,
374,611,2023-11-10,0,
375,1182,2023-11-30,5,Totam ipsam molestiae. Reiciendis cum odit dolor voluptatem. Explicabo dolorum a ab corrupti dignissimos qui.
376,368,2024-08-27,0,
377,778,2021-09-25,2,
378,1500,2025-03-08,7,
379,309,2022-02-04,6,Est voluptates maxime saepe velit quos consectetur. Placeat aperiam occaecati quam. Quas nostrum accusantium modi et qui quae facilis.
380,406,2024-11-03,5,
381,744,2024-12-02,4,
382,910,2023-08-04,3,Libero officia possimus similique.
383,1480,2025-01-29,5,Facilis sunt cum corporis doloremque.
384,87,2025-04-06,2,
385,760,2025-01-28,8,Neque facilis sequi voluptatibus velit aliquam.
386,1220,2022-11-11,2,
387,412,2023-11-15,1,Nobis voluptatibus magni animi quo. Id aut ullam quia veritatis incidunt blanditiis. Aperiam quibusdam et voluptatibus ipsum cum reprehenderit.
