Financial_Metrics_ID,Date,Interest_Income,Interest_Expense,Average_Earning_Assets,Net_Income,Average_Total_Assets,Average_Equity,Created_At
56,2020-02-25,141687.84,44203.2,63574382.52,41573.11,63574382.52,19009762.21,2025-05-21 20:58:13.022291
57,2020-02-26,116162.32,45905.8,64771396.54,1863.77,64771396.54,19803359.33,2025-05-21 20:58:13.022291
58,2020-02-27,134620.69,45829.89,65967110.25,26727.96,65967110.25,19984475.5,2025-05-21 20:58:13.022291
59,2020-02-28,140106.02,37126.62,67166400.53,63052.63,67166400.53,20205084.26,2025-05-21 20:58:13.022291
60,2020-02-29,141924.38,44852.19,68366790.48,39725.22,68366790.48,20263022.24,2025-05-21 20:58:13.022291
61,2020-03-01,132804.79,39917.73,69570202.98,44013.93,69570202.98,19984587.76,2025-05-21 20:58:13.022291
62,2020-03-02,154674.82,46293.98,70777396.87,51919.85,70777396.87,19980099.16,2025-05-21 20:58:13.022291
63,2020-03-03,122021.5,37019.48,71982906.43,39297.07,71982906.43,19766852.83,2025-05-21 20:58:13.022291
64,2020-03-04,120972.19,40063.45,73184844.63,27751.42,73184844.63,20101199.02,2025-05-21 20:58:13.022291
65,2020-03-05,93165.32,48856.28,74390301.59,-38633.84,74390301.59,20921638.65,2025-05-21 20:58:13.022291
66,2020-03-06,143907.28,40006.74,75593153.11,58520.58,75593153.11,20451125.57,2025-05-21 20:58:13.022291
67,2020-03-07,137941.47,40725.02,76793776.66,48171.89,76793776.66,20963829.54,2025-05-21 20:58:13.022291
68,2020-03-08,152483.55,45733.9,77993881.29,50865.05,77993881.29,20980087.35,2025-05-21 20:58:13.022291
69,2020-03-09,135522.78,42658.38,79190719.99,38502.44,79190719.99,22240282.97,2025-05-21 20:58:13.022291
70,2020-03-10,160459.57,45673.56,80385132.5,61700.88,80385132.5,22480894.06,2025-05-21 20:58:13.022291
71,2020-03-11,155001.96,44757.35,81582885.15,57478.1,81582885.15,22617606.37,2025-05-21 20:58:13.022291
72,2020-03-12,137096.49,36156.46,82777759.54,62273.8,82777759.54,23568138.35,2025-05-21 20:58:13.022291
73,2020-03-13,149432.65,41128.87,83969401.26,62147.29,83969401.26,24488046.06,2025-05-21 20:58:13.022291
74,2020-03-14,124554.88,40392.05,85159290.18,31433.01,85159290.18,24532583.54,2025-05-21 20:58:13.022291
75,2020-03-15,141050.08,36439.0,86349212.12,66603.45,86349212.12,25501877.34,2025-05-21 20:58:13.022291
76,2020-03-16,148539.14,46388.2,87540874.57,43424.84,87540874.57,25374946.13,2025-05-21 20:58:13.022291
77,2020-03-17,141039.42,41766.59,88738304.17,48830.59,88738304.17,25794102.49,2025-05-21 20:58:13.022291
78,2020-03-18,135593.67,37675.26,89933128.63,55207.37,89933128.63,24940296.22,2025-05-21 20:58:13.022291
79,2020-03-19,124823.24,41669.51,91132061.98,27532.61,91132061.98,24085039.09,2025-05-21 20:58:13.022291
80,2020-03-20,138933.02,38084.24,92334385.88,58296.58,92334385.88,23964457.36,2025-05-21 20:58:13.022291
81,2020-03-21,127305.72,40502.62,93539752.63,34732.21,93539752.63,23807447.0,2025-05-21 20:58:13.022291
82,2020-03-22,143644.51,43852.27,94744615.01,45351.8,94744615.01,23569654.33,2025-05-21 20:58:13.022291
83,2020-03-23,121989.66,39431.36,95944826.3,31215.03,95944826.3,23407583.0,2025-05-21 20:58:13.022291
84,2020-03-24,141999.7,47022.41,97141341.8,32591.56,97141341.8,24802569.99,2025-05-21 20:58:13.022291
85,2020-03-25,145161.64,40542.87,98339917.22,58405.95,98339917.22,25464716.43,2025-05-21 20:58:13.022291
86,2020-03-26,148854.55,40459.7,99536989.96,63607.07,99536989.96,26692463.53,2025-05-21 20:58:13.022291
87,2020-03-27,127430.78,36136.82,100738388.83,49451.63,100738388.83,27836636.61,2025-05-21 20:58:13.022291
88,2020-03-28,129202.78,38320.4,101936908.28,44535.71,101936908.28,28262871.99,2025-05-21 20:58:13.022291
89,2020-03-29,121024.88,47534.52,103128511.63,2918.1,103128511.63,29852154.52,2025-05-21 20:58:13.022291
90,2020-03-30,141672.41,42950.41,104320067.97,45728.51,104320067.97,31512731.02,2025-05-21 20:58:13.022291
91,2020-03-31,120218.37,41067.34,105518943.03,23400.01,105518943.03,31827005.49,2025-05-21 20:58:13.022291
92,2020-04-01,141806.92,41746.99,106718302.71,49919.27,106718302.71,31985326.67,2025-05-21 20:58:13.022291
93,2020-04-02,120179.22,42975.39,107911616.22,16987.67,107911616.22,32774425.32,2025-05-21 20:58:13.022291
94,2020-04-03,131146.21,48169.25,109103030.46,14297.44,109103030.46,33711403.51,2025-05-21 20:58:13.022291
95,2020-04-04,134558.75,42771.86,110298959.45,36838.79,110298959.45,33617980.93,2025-05-21 20:58:13.022291
96,2020-04-05,137322.99,40428.7,111504160.72,48334.97,111504160.72,33203757.44,2025-05-21 20:58:13.022291
97,2020-04-06,141287.63,48911.78,112711029.52,25344.24,112711029.52,33417053.4,2025-05-21 20:58:13.022291
98,2020-04-07,140226.1,45244.24,113909248.12,36154.01,113909248.12,33024840.81,2025-05-21 20:58:13.022291
99,2020-04-08,113433.7,46848.98,115104276.22,-4918.31,115104276.22,34060893.24,2025-05-21 20:58:13.022291
100,2020-04-09,142781.41,44770.06,116305991.01,41141.66,116305991.01,33709254.26,2025-05-21 20:58:13.022291
101,2020-04-10,132596.52,39138.0,117510808.35,46335.35,117510808.35,32049240.32,2025-05-21 20:58:13.022291
102,2020-04-11,139552.11,43388.69,118714674.49,41440.51,118714674.49,32759001.13,2025-05-21 20:58:13.022291
103,2020-04-12,143927.76,40615.68,119914356.56,56518.08,119914356.56,34259359.72,2025-05-21 20:58:13.022291
104,2020-04-13,143015.71,39480.39,121113435.33,59086.32,121113435.33,34020515.66,2025-05-21 20:58:13.022291
105,2020-04-14,132765.88,37592.6,122315376.2,51712.51,122315376.2,34059789.52,2025-05-21 20:58:13.022291
106,2020-04-15,119207.28,42794.8,123515278.25,16293.7,123515278.25,35095631.14,2025-05-21 20:58:13.022291
107,2020-04-16,144928.02,42314.54,124711199.54,52188.9,124711199.54,34675395.93,2025-05-21 20:58:13.022291
108,2020-04-17,165238.97,51454.82,125900569.63,48802.55,125900569.63,36050150.45,2025-05-21 20:58:13.022291
109,2020-04-18,129646.1,37315.42,127090662.49,48476.72,127090662.49,36502192.55,2025-05-21 20:58:13.022291
110,2020-04-19,117780.56,39117.86,128277695.26,26647.87,128277695.26,34757858.68,2025-05-21 20:58:13.022291
111,2020-04-20,151881.43,41609.99,129462275.69,63808.59,129462275.69,34871881.27,2025-05-21 20:58:13.022291
112,2020-04-21,131582.88,41864.22,130651815.38,35896.43,130651815.38,36247177.33,2025-05-21 20:58:13.022291
113,2020-04-22,133724.62,34464.66,131845726.87,63417.3,131845726.87,35701728.7,2025-05-21 20:58:13.022291
114,2020-04-23,151337.94,45804.24,133038735.4,49103.11,133038735.4,35797116.71,2025-05-21 20:58:13.022291
115,2020-04-24,129501.67,46807.17,134238280.83,16645.01,134238280.83,36912616.19,2025-05-21 20:58:13.022291
116,2020-04-25,130120.59,45472.65,135435066.43,21918.62,135435066.43,37315748.19,2025-05-21 20:58:13.022291
117,2020-04-26,141091.57,43374.41,136635416.84,43540.71,136635416.84,38427471.26,2025-05-21 20:58:13.022291
118,2020-04-27,129380.14,35501.94,137841499.91,54167.05,137841499.91,39701931.64,2025-05-21 20:58:13.022291
119,2020-04-28,139597.4,44724.53,139045359.6,37048.09,139045359.6,38882561.84,2025-05-21 20:58:13.022291
120,2020-04-29,127362.45,37062.44,140250768.31,46275.13,140250768.31,38845258.61,2025-05-21 20:58:13.022291
121,2020-04-30,131399.27,40077.76,141457682.11,41606.48,141457682.11,39048291.39,2025-05-21 20:58:13.022291
122,2020-05-01,151158.07,44145.49,142659499.43,54392.47,142659499.43,37754663.07,2025-05-21 20:58:13.022291
123,2020-05-02,131087.09,35301.5,143860429.25,57111.12,143860429.25,38226980.89,2025-05-21 20:58:13.022291
124,2020-05-03,135742.09,42139.64,145063018.11,40523.99,145063018.11,38742472.52,2025-05-21 20:58:13.022291
125,2020-05-04,129941.48,43197.19,146259262.15,29264.67,146259262.15,37841385.84,2025-05-21 20:58:13.022291
126,2020-05-05,143223.89,39085.26,147452229.37,60680.99,147452229.37,40120337.61,2025-05-21 20:58:13.022291
127,2020-05-06,130607.02,41258.87,148641915.91,36613.12,148641915.91,41067781.07,2025-05-21 20:58:13.022291
128,2020-05-07,125428.84,43110.69,149832537.95,23536.14,149832537.95,42605476.35,2025-05-21 20:58:13.022291
129,2020-05-08,144901.35,35927.29,151028398.76,73444.17,151028398.76,43114978.12,2025-05-21 20:58:13.022291
130,2020-05-09,132869.67,38598.83,152225079.22,48496.8,152225079.22,43677162.53,2025-05-21 20:58:13.022291
131,2020-05-10,121921.06,44835.21,153416303.68,13110.71,153416303.68,42950495.37,2025-05-21 20:58:13.022291
132,2020-05-11,147886.13,46050.98,154611796.25,43678.23,154611796.25,43333825.41,2025-05-21 20:58:13.022291
133,2020-05-12,144160.64,44959.58,155817635.18,42348.95,155817635.18,41424704.72,2025-05-21 20:58:13.022291
134,2020-05-13,162017.36,40629.3,157024501.72,80592.15,157024501.72,41074749.64,2025-05-21 20:58:13.022291
135,2020-05-14,144457.11,43828.19,158233188.34,46515.52,158233188.34,40180559.85,2025-05-21 20:58:13.022291
136,2020-05-15,130286.1,42590.08,159430644.06,31747.86,159430644.06,39929897.71,2025-05-21 20:58:13.022291
137,2020-05-16,143430.3,46398.01,160630640.64,36580.35,160630640.64,40464123.36,2025-05-21 20:58:13.022291
138,2020-05-17,136708.43,46700.5,161832996.93,26609.57,161832996.93,42753845.83,2025-05-21 20:58:13.022291
139,2020-05-18,130004.23,44933.41,163031622.04,23560.92,163031622.04,44534681.4,2025-05-21 20:58:13.022291
140,2020-05-19,136373.81,43935.23,164222123.83,35380.99,164222123.83,47238068.6,2025-05-21 20:58:13.022291
141,2020-05-20,117130.97,44353.94,165414812.67,8328.15,165414812.67,49827607.74,2025-05-21 20:58:13.022291
142,2020-05-21,129507.52,43403.09,166606503.72,27999.74,166606503.72,51590066.53,2025-05-21 20:58:13.022291
143,2020-05-22,151601.12,47037.22,167798606.7,45344.09,167798606.7,53598437.1,2025-05-21 20:58:13.022291
144,2020-05-23,126000.01,43915.48,168987427.06,21615.07,168987427.06,54258110.75,2025-05-21 20:58:13.022291
145,2020-05-24,116883.2,40371.17,170179016.82,21273.71,170179016.82,53082980.75,2025-05-21 20:58:13.022291
146,2020-05-25,114859.56,44287.96,171375495.63,5519.55,171375495.63,52938260.18,2025-05-21 20:58:13.022291
147,2020-05-26,118191.83,39898.03,172571923.35,24595.67,172571923.35,51772378.67,2025-05-21 20:58:13.022291
148,2020-05-27,143339.12,40684.05,173766157.02,55505.31,173766157.02,49868373.51,2025-05-21 20:58:13.022291
149,2020-05-28,133823.36,42727.16,174957569.26,36007.28,174957569.26,48589888.67,2025-05-21 20:58:13.022291
150,2020-05-29,140185.54,44848.06,176161356.85,37420.5,176161356.85,46918626.94,2025-05-21 20:58:13.022291
151,2020-05-30,138029.18,41716.29,177370865.44,44984.63,177370865.44,48173665.47,2025-05-21 20:58:13.022291
152,2020-05-31,137657.35,42570.58,178576231.91,41641.18,178576231.91,47739061.55,2025-05-21 20:58:13.022291
153,2020-06-01,136262.14,46241.65,179783916.41,27544.01,179783916.41,47829020.18,2025-05-21 20:58:13.022291
154,2020-06-02,141193.32,44507.72,180993530.02,39898.68,180993530.02,48325815.25,2025-05-21 20:58:13.022291
155,2020-06-03,128430.77,50024.21,182203700.63,4493.66,182203700.63,48464317.76,2025-05-21 20:58:13.022291
156,2020-06-04,146630.51,42839.84,183416370.55,52707.88,183416370.55,49879614.43,2025-05-21 20:58:13.022291
157,2020-06-05,131747.15,39292.55,184627335.39,44687.7,184627335.39,53101391.69,2025-05-21 20:58:13.022291
158,2020-06-06,134295.71,35230.21,185837655.5,61626.93,185837655.5,50369832.72,2025-05-21 20:58:13.022291
159,2020-06-07,164447.55,46494.94,187047598.29,64280.28,187047598.29,53388719.52,2025-05-21 20:58:13.022291
160,2020-06-08,150996.15,41858.52,188257904.31,61799.78,188257904.31,52594129.3,2025-05-21 20:58:13.022291
161,2020-06-09,154464.83,45695.45,189466994.94,53634.92,189466994.94,51503757.74,2025-05-21 20:58:13.022291
162,2020-06-10,129232.18,43396.49,190677328.49,27654.61,190677328.49,50980026.85,2025-05-21 20:58:13.022291
163,2020-06-11,122903.17,36494.3,191892320.06,42223.24,191892320.06,52464421.53,2025-05-21 20:58:13.022291
164,2020-06-12,148047.98,40643.54,193100376.19,61918.87,193100376.19,52312941.78,2025-05-21 20:58:13.022291
165,2020-06-13,132288.62,43396.92,194305182.36,31728.42,194305182.36,54479503.33,2025-05-21 20:58:13.022291
166,2020-06-14,164910.43,39072.25,195511890.7,89639.75,195511890.7,54128338.92,2025-05-21 20:58:13.022291
167,2020-06-15,145759.0,50564.03,196714704.34,25798.58,196714704.34,55220254.91,2025-05-21 20:58:13.022291
168,2020-06-16,112547.27,43145.73,197913628.05,6243.92,197913628.05,58779939.71,2025-05-21 20:58:13.022291
169,2020-06-17,128555.07,47788.4,199112920.48,12112.1,199112920.48,62715284.15,2025-05-21 20:58:13.022291
170,2020-06-18,133950.94,40673.8,200309865.35,43021.94,200309865.35,60646538.8,2025-05-21 20:58:13.022291
171,2020-06-19,161459.21,38596.94,201510252.57,86622.46,201510252.57,59432704.37,2025-05-21 20:58:13.022291
172,2020-06-20,143905.7,42730.68,202708766.55,49438.67,202708766.55,57962888.75,2025-05-21 20:58:13.022291
173,2020-06-21,124839.16,43234.7,203909963.3,22336.56,203909963.3,59276554.73,2025-05-21 20:58:13.022291
174,2020-06-22,141727.65,44634.58,205109896.12,40188.27,205109896.12,61453691.65,2025-05-21 20:58:13.022291
175,2020-06-23,156522.43,37281.46,206316933.11,84425.03,206316933.11,59529844.99,2025-05-21 20:58:13.022291
176,2020-06-24,133794.11,42812.29,207519748.99,35684.53,207519748.99,59549312.89,2025-05-21 20:58:13.022291
177,2020-06-25,128445.79,43652.97,208721412.32,25751.16,208721412.32,62620891.14,2025-05-21 20:58:13.022291
178,2020-06-26,128137.24,49360.05,209920782.09,6316.15,209920782.09,63929447.76,2025-05-21 20:58:13.022291
179,2020-06-27,132031.1,44297.15,211122603.86,28384.31,211122603.86,64305975.4,2025-05-21 20:58:13.022291
180,2020-06-28,137897.82,38293.48,212325388.0,56218.84,212325388.0,61368556.29,2025-05-21 20:58:13.022291
181,2020-06-29,134798.36,46069.72,213533812.64,26165.41,213533812.64,58459245.93,2025-05-21 20:58:13.022291
182,2020-06-30,136713.75,38482.96,214736815.1,54008.45,214736815.1,60433388.93,2025-05-21 20:58:13.022291
183,2020-07-01,135907.95,41720.12,215942378.05,42143.52,215942378.05,58178810.65,2025-05-21 20:58:13.022291
184,2020-07-02,139231.49,42823.22,217143849.24,42897.9,217143849.24,58381548.86,2025-05-21 20:58:13.022291
185,2020-07-03,127768.61,34710.25,218348771.68,54657.33,218348771.68,59609332.79,2025-05-21 20:58:13.022291
186,2020-07-04,137442.05,43762.89,219556274.18,37379.76,219556274.18,62850282.64,2025-05-21 20:58:13.022291
187,2020-07-05,113525.75,39256.33,220756682.84,20513.23,220756682.84,66205308.72,2025-05-21 20:58:13.022291
188,2020-07-06,121752.0,44113.0,221951142.31,15292.65,221951142.31,69059529.7,2025-05-21 20:58:13.022291
189,2020-07-07,134244.32,42638.01,223144832.86,36865.73,223144832.86,69560372.54,2025-05-21 20:58:13.022291
190,2020-07-08,143207.9,47522.69,224338388.95,32534.91,224338388.95,73011008.28,2025-05-21 20:58:13.022291
191,2020-07-09,135377.59,40432.22,225533512.48,45729.37,225533512.48,72812396.54,2025-05-21 20:58:13.022291
192,2020-07-10,148018.89,39525.76,226724473.94,65605.99,226724473.94,70177156.55,2025-05-21 20:58:13.022291
193,2020-07-11,135405.31,44861.16,227907182.26,31003.2,227907182.26,70590006.36,2025-05-21 20:58:13.022291
194,2020-07-12,158594.66,44772.18,229090822.55,62218.95,229090822.55,68360026.91,2025-05-21 20:58:13.022291
195,2020-07-13,121828.34,45697.06,230274799.01,10114.24,230274799.01,65962519.44,2025-05-21 20:58:13.022291
196,2020-07-14,131340.45,39081.7,231464503.05,44848.26,231464503.05,63071738.99,2025-05-21 20:58:13.022291
197,2020-07-15,153468.37,44326.78,232654062.23,56868.53,232654062.23,60469223.21,2025-05-21 20:58:13.022291
198,2020-07-16,145634.78,45198.44,233848014.14,43518.26,233848014.14,62367232.64,2025-05-21 20:58:13.022291
199,2020-07-17,123773.25,43784.83,235042277.13,19081.56,235042277.13,66459884.16,2025-05-21 20:58:13.022291
200,2020-07-18,125069.92,51475.97,236242851.31,-4826.69,236242851.31,65354554.3,2025-05-21 20:58:13.022291
201,2020-07-19,135878.75,43574.41,237450943.45,35923.62,237450943.45,65602738.73,2025-05-21 20:58:13.022291
202,2020-07-20,155183.6,45621.71,238655566.2,54839.08,238655566.2,69388788.58,2025-05-21 20:58:13.022291
203,2020-07-21,142689.27,39050.82,239855588.35,60082.95,239855588.35,72551086.39,2025-05-21 20:58:13.022291
204,2020-07-22,128019.22,37855.96,241056439.93,44505.78,241056439.93,72259910.11,2025-05-21 20:58:13.022291
205,2020-07-23,136010.36,43704.8,242252180.16,35664.47,242252180.16,72648885.85,2025-05-21 20:58:13.022291
206,2020-07-24,148221.15,35937.3,243443040.49,77837.19,243443040.49,70251430.01,2025-05-21 20:58:13.022291
207,2020-07-25,130903.49,38949.51,244632655.07,44706.29,244632655.07,70708202.3,2025-05-21 20:58:13.022291
208,2020-07-26,145217.05,43860.32,245814903.85,47421.67,245814903.85,72700992.47,2025-05-21 20:58:13.022291
209,2020-07-27,137120.57,40222.8,246998859.96,48751.45,246998859.96,72644679.77,2025-05-21 20:58:13.022291
210,2020-07-28,125759.58,43495.43,248180055.36,22694.67,248180055.36,71775618.01,2025-05-21 20:58:13.022291
211,2020-07-29,138282.91,38418.01,249360120.01,56317.18,249360120.01,75877495.02,2025-05-21 20:58:13.022291
212,2020-07-30,146786.39,43743.89,250543677.16,49902.21,250543677.16,72119684.65,2025-05-21 20:58:13.022291
213,2020-07-31,142028.55,40287.9,251738988.39,55078.42,251738988.39,73639471.56,2025-05-21 20:58:13.022291
214,2020-08-01,119686.59,41493.25,252941966.51,21271.28,252941966.51,72872217.72,2025-05-21 20:58:13.022291
215,2020-08-02,132072.31,35570.71,254147146.87,57527.35,254147146.87,73576990.31,2025-05-21 20:58:13.022291
216,2020-08-03,134585.71,43746.87,255351441.05,33624.7,255351441.05,73561031.24,2025-05-21 20:58:13.022291
217,2020-08-04,121956.13,44322.51,256555347.49,14866.48,256555347.49,73933914.95,2025-05-21 20:58:13.022291
218,2020-08-05,124934.51,46497.59,257754002.12,11587.37,257754002.12,72451634.6,2025-05-21 20:58:13.022291
219,2020-08-06,153868.54,39774.2,258947824.85,72577.37,258947824.85,76368796.64,2025-05-21 20:58:13.022291
220,2020-08-07,122077.4,37750.24,260134401.63,36935.73,260134401.63,78038867.05,2025-05-21 20:58:13.022291
221,2020-08-08,144221.2,39951.9,261307397.94,59121.92,261307397.94,80956817.95,2025-05-21 20:58:13.022291
222,2020-08-09,131757.58,40723.8,262474779.1,39930.76,262474779.1,79932778.14,2025-05-21 20:58:13.022291
223,2020-08-10,145747.17,44412.78,263646290.97,46286.96,263646290.97,79689705.8,2025-05-21 20:58:13.022291
224,2020-08-11,163212.66,39941.47,264818319.73,84478.66,264818319.73,82816594.93,2025-05-21 20:58:13.022291
225,2020-08-12,143901.22,47647.78,265999138.45,33042.38,265999138.45,83006293.63,2025-05-21 20:58:13.022291
226,2020-08-13,134506.34,47763.65,267180022.02,20129.62,267180022.02,84124736.62,2025-05-21 20:58:13.022291
227,2020-08-14,129093.79,45087.04,268362153.95,21834.92,268362153.95,81514088.14,2025-05-21 20:58:13.022291
228,2020-08-15,161052.69,37048.11,269551971.11,91243.22,269551971.11,81296253.57,2025-05-21 20:58:13.022291
229,2020-08-16,130605.73,56247.74,270754387.11,-13351.49,270754387.11,83961051.04,2025-05-21 20:58:13.022291
230,2020-08-17,137764.3,39664.46,271956392.25,51470.87,271956392.25,85971012.69,2025-05-21 20:58:13.022291
231,2020-08-18,147325.07,41236.13,273154964.13,58979.67,273154964.13,83755702.2,2025-05-21 20:58:13.022291
232,2020-08-19,142334.61,46857.54,274350760.41,33587.67,274350760.41,83985428.82,2025-05-21 20:58:13.022291
233,2020-08-20,145748.5,36391.63,275553731.42,73025.9,275553731.42,81123733.25,2025-05-21 20:58:13.022291
234,2020-08-21,118617.97,36115.16,276755479.9,37773.43,276755479.9,82342996.67,2025-05-21 20:58:13.022291
235,2020-08-22,115770.46,39941.22,277953942.4,21223.22,277953942.4,80006095.83,2025-05-21 20:58:13.022291
236,2020-08-23,135297.76,37601.74,279142159.41,55057.88,279142159.41,79309414.69,2025-05-21 20:58:13.022291
237,2020-08-24,107035.88,41961.59,280331262.59,2842.53,280331262.59,79571887.86,2025-05-21 20:58:13.022291
238,2020-08-25,127183.76,44197.82,281527233.7,22252.28,281527233.7,81279247.58,2025-05-21 20:58:13.022291
239,2020-08-26,126414.52,46188.91,282728489.82,14589.68,282728489.82,80142982.04,2025-05-21 20:58:13.022291
