Fraud_ID,Client_ID,Transaction_ID,Fraud_Type,Detection_Date,Status,Resolved_Incidents
82,64,ee97ba97-7b22-496d-9f0d-e5f05a94bd0c,Identity Theft,2025-05-14,Resolved,1
83,65,2c028075-1d59-4eef-8e56-a6a079d1a883,Money Laundering,2025-03-19,Under Investigation,0
84,65,4b7441ac-627b-4f95-b52e-cd73c5255269,Identity Theft,2025-02-28,Resolved,1
85,67,fea95169-f4a3-4843-9ecd-b5983aca1a01,Money Laundering,2025-05-03,Resolved,1
86,69,053a1b84-6bc9-400e-bd16-86d7f64162af,Card Fraud,2025-01-27,Under Investigation,0
87,69,18bf8d18-cb88-4447-92bd-ca3dc36fc9c6,Money Laundering,2025-02-13,Resolved,1
88,70,0c5c49c5-d829-442a-9a10-56a110b025da,Money Laundering,2024-04-09,Under Investigation,0
89,71,2a2843f8-e9ae-4fc1-8f3d-696ad005b3a9,Card Fraud,2025-05-11,Resolved,1
90,71,845d7425-fb28-4625-8ccf-47d910303b75,Phishing,2025-04-30,Resolved,1
91,73,cc88bdf1-259b-499c-b871-816aa2e56932,Account Takeover,2025-04-27,Under Investigation,0
92,73,05d130be-c19e-40d2-9b00-b5c85aec839d,Account Takeover,2025-05-07,Resolved,1
93,73,6f9907fc-e286-49c4-838a-7c410ffe0268,Phishing,2025-05-02,Under Investigation,0
94,74,31aedfc7-26ce-4694-a820-ee4d16d79797,Identity Theft,2025-04-27,Under Investigation,0
95,74,d6f2035c-1c54-49ec-a390-7029eac3f3f9,Identity Theft,2024-07-09,Under Investigation,0
96,75,597788dd-0fc1-4a0e-a190-9939cefb33de,Identity Theft,2025-01-24,Under Investigation,0
97,76,cfa19bb7-be40-4afb-ac8e-babd3ae490df,Card Fraud,2024-10-17,Resolved,1
98,76,c9b991d4-9039-4ba9-9fc9-f28858741999,Account Takeover,2025-02-17,Under Investigation,0
99,76,1644a838-d747-47f9-8a55-a507bdfe721c,Account Takeover,2025-05-09,Resolved,1
100,78,5fda69ae-792c-49e2-882d-c4fc2137fd48,Money Laundering,2022-12-30,Under Investigation,0
101,78,325df680-732f-466d-9293-6d6e2004f1da,Money Laundering,2024-10-02,Resolved,1
102,78,d025733f-217b-4855-820e-66acc8f308b8,Account Takeover,2024-12-20,Under Investigation,0
103,78,e4a8bb03-1e50-49fd-94f3-bc6f665d7b1a,Identity Theft,2024-02-28,Under Investigation,0
104,79,050a8e8e-41d8-44e7-85ed-cb66f2df8cf6,Identity Theft,2025-03-29,Resolved,1
105,79,5bbd5718-f1ec-4033-ac96-16661e93a951,Money Laundering,2025-05-15,Under Investigation,0
106,79,d4160850-0270-47b4-a3f2-b70382d50aad,Identity Theft,2025-05-12,Resolved,1
107,79,75d35a77-95ea-4fbc-9935-5574bb50f0d1,Identity Theft,2025-05-10,Resolved,1
108,79,b56d7e0a-9d4e-450b-81de-0d705ae2e911,Money Laundering,2025-03-22,Under Investigation,0
109,79,602babf2-1b0a-4538-a5cb-0979469b8f04,Card Fraud,2025-03-27,Resolved,1
110,79,176857c4-9516-4eb9-91f3-db9eb5cd93c4,Phishing,2025-04-01,Resolved,1
111,79,e404b9cf-3b47-4fc7-9094-062d24381607,Identity Theft,2025-03-20,Resolved,1
112,81,bd07e1dd-f601-4e88-ba51-ddfafad1892d,Phishing,2025-03-24,Under Investigation,0
113,81,14188e59-9b6c-42ab-b56e-346f0c36ec13,Identity Theft,2025-03-29,Under Investigation,0
114,81,c3a7e9aa-28dd-4a2e-be3b-da32874e6dac,Identity Theft,2025-03-28,Under Investigation,0
115,81,66dae69d-2d1e-4d2b-a862-25613f2ff5b3,Money Laundering,2025-03-11,Under Investigation,0
116,82,b7259a5c-d6b7-4c07-8e80-a56e09de9b12,Phishing,2025-01-18,Under Investigation,0
117,82,1dbe1be7-d7ff-45ce-808d-c7e7038774b5,Card Fraud,2025-03-10,Under Investigation,0
118,82,6d114829-d5e3-4927-a397-1dfd27124351,Identity Theft,2025-03-15,Resolved,1
119,84,f0bf7299-11d1-48d4-8978-6e0b022726a6,Card Fraud,2025-02-12,Resolved,1
120,86,3b942139-5f12-449d-83c2-29ba883b90e0,Money Laundering,2025-01-25,Under Investigation,0
121,89,a539ccf0-0007-4b21-9e90-a5526a1486a3,Phishing,2025-04-25,Under Investigation,0
122,89,4e9e8bd4-317f-4f93-8c21-1bf0801db589,Money Laundering,2025-05-03,Under Investigation,0
123,90,c63528ae-2bfb-4fff-9fa0-779f9a1acfea,Card Fraud,2024-08-19,Resolved,1
124,90,281a0a67-ba52-44ec-9091-ca11cf227d0f,Identity Theft,2025-04-29,Resolved,1
125,92,4698565d-d91c-4321-b725-b0dfc4da009c,Card Fraud,2025-03-25,Under Investigation,0
126,92,479bae85-24aa-4109-85e0-1ddc8eb4e5de,Money Laundering,2024-01-24,Resolved,1
127,92,fd121e36-0932-443a-bc82-0cf998ad9aea,Phishing,2021-04-14,Under Investigation,0
128,92,f7aefe98-1f4c-4a7f-9d60-8f0a9e616e92,Phishing,2021-06-29,Resolved,1
129,95,a1d4ae36-692e-4939-b367-e8822681444c,Account Takeover,2023-03-01,Under Investigation,0
130,96,ce125509-ab1c-4708-abe9-6d34e3bd143e,Identity Theft,2025-05-15,Resolved,1
131,99,f906e4ae-4b92-4562-9174-aa5b1dc8f629,Money Laundering,2024-07-03,Under Investigation,0
132,99,67c12f16-3fa3-4681-97b4-5e0ffef14b29,Money Laundering,2025-03-11,Resolved,1
133,99,0f21d468-b85c-46ed-adc9-ce748b88e683,Identity Theft,2024-10-20,Under Investigation,0
134,101,fe0c50c8-cf79-4619-bd0f-e3fcfe3e0c1e,Money Laundering,2025-02-17,Under Investigation,0
135,104,e7df174a-e85c-43c0-a54d-6e56a2addd90,Card Fraud,2025-03-05,Under Investigation,0
136,104,8c711c9c-898d-4184-b914-83f0e5093af0,Money Laundering,2025-05-06,Resolved,1
137,106,b5fdd168-c74a-4cf3-a250-48ec579f7ff6,Money Laundering,2025-04-22,Under Investigation,0
138,108,e7559178-94f2-4ed7-ba6c-50a4436ae94f,Phishing,2022-10-01,Resolved,1
139,108,883726ad-f057-4da5-b6a3-4e8f875b39e0,Phishing,2023-03-18,Under Investigation,0
140,108,d2c4885f-0767-43e6-9733-21fd0f460717,Money Laundering,2025-03-20,Under Investigation,0
141,110,38f3b1e7-a52a-46c6-95d5-8bcc4a7407ef,Money Laundering,2025-04-30,Resolved,1
142,110,0fdccd02-460e-4c54-bfa8-8724138f02d7,Phishing,2024-10-17,Under Investigation,0
143,110,dca3a61c-6219-4d1a-8251-f69cdbc6023a,Identity Theft,2025-03-28,Resolved,1
144,110,328b9073-3629-4124-8c96-745bb06d6b4f,Card Fraud,2025-03-28,Under Investigation,0
145,110,e0393cd1-4795-4a8d-b4f5-842f2ad31b89,Phishing,2025-04-16,Resolved,1
146,110,32fa8391-7b75-4d07-b34c-1a8f2b81ccef,Identity Theft,2025-04-28,Under Investigation,0
147,111,a990e96d-706a-4b66-9197-dd3bf213783b,Card Fraud,2025-04-17,Resolved,1
148,111,8af54579-3a74-4482-ad52-fae8ceeeaf03,Money Laundering,2025-04-24,Resolved,1
149,111,2afd34a6-9c89-46e3-95c3-692326dd9099,Account Takeover,2025-04-11,Resolved,1
150,111,c1748325-9e6c-4501-b49b-ee93f90b772b,Identity Theft,2025-02-08,Under Investigation,0
151,112,1ab1972b-1e65-4fb6-bb37-4c64f25079bf,Phishing,2025-05-16,Resolved,1
152,112,0e5abdbd-2634-4d9b-a3bd-7ffbbe67b37f,Phishing,2025-03-22,Under Investigation,0
153,113,3bb4c94d-5ea4-43af-b857-2eebb330c76e,Account Takeover,2025-03-29,Resolved,1
154,114,16bfc1dc-000e-4846-864d-868caf28fc33,Account Takeover,2024-08-02,Under Investigation,0
155,114,4fe118b6-bd22-4b5c-831d-6ce57ace8fed,Phishing,2025-03-04,Under Investigation,0
156,115,05cb54cd-e626-46db-9c24-610b9c2d3e61,Money Laundering,2025-01-20,Resolved,1
157,117,37662b85-bd0a-4aca-a9a7-a8f59aa78c9f,Account Takeover,2024-10-02,Resolved,1
158,117,84ec834c-8f9a-494f-b75d-8de8ebc39e7d,Identity Theft,2025-04-17,Resolved,1
159,117,b19c492b-8554-4458-ab80-5c5510dea9c6,Account Takeover,2024-12-31,Resolved,1
160,117,9fb19020-046a-42e6-bb36-a93f018d29f7,Card Fraud,2025-02-07,Under Investigation,0
161,117,9e9f17b9-ea11-4cab-a78d-baa3727bd2ab,Card Fraud,2024-11-25,Resolved,1
162,118,17861b90-d633-4d51-978c-fc7aaa1b6ae3,Phishing,2025-03-01,Under Investigation,0
163,120,6e3cef75-5f54-42eb-ad5d-c1cd23a49aa1,Identity Theft,2023-06-14,Under Investigation,0
164,120,e9740be2-9a51-4835-b21e-c49c72d9a4bb,Card Fraud,2025-03-21,Under Investigation,0
165,120,4a295761-2a6b-4075-9c87-4141ce1ae680,Money Laundering,2023-08-20,Under Investigation,0
166,120,4faf5d94-913f-4ea9-b9f5-422aeb819e90,Account Takeover,2024-09-19,Under Investigation,0
167,120,e77d8f48-78bd-4428-ba59-bb523161abea,Phishing,2022-12-25,Resolved,1
168,120,f298b406-2495-4746-b19f-eac96949b81f,Identity Theft,2024-10-15,Under Investigation,0
169,121,d9d02875-9f9c-4de5-bd5f-1e84c4b4b97d,Card Fraud,2025-04-13,Resolved,1
170,121,5c7b3c70-742e-415a-8c86-2bcf380f54e7,Account Takeover,2025-05-11,Under Investigation,0
171,121,bf155d1a-e0c8-47ea-841f-095766bd17d4,Money Laundering,2025-05-01,Resolved,1
172,122,6b948b56-2609-43f0-8863-308abfccca7a,Phishing,2023-08-24,Resolved,1
173,123,f87f6fe6-e6d3-448c-bec3-89a403ecbfe9,Account Takeover,2025-05-05,Resolved,1
174,123,5df8a81e-2ffa-4e68-b22f-f04f07a9a374,Identity Theft,2025-05-04,Resolved,1
175,125,5a45da8a-6550-4663-8a5f-12e695c72c1b,Card Fraud,2025-05-09,Under Investigation,0
176,126,253d5250-bda8-4cbd-8371-7bc88a179eb4,Money Laundering,2023-10-24,Under Investigation,0
177,128,ad92c304-60de-4f76-8380-721d74c334cb,Money Laundering,2024-10-30,Resolved,1
178,130,4176f6ef-c4f0-41ce-b1c7-31dbf84decff,Phishing,2025-04-10,Under Investigation,0
179,130,922f5ad7-9a25-457e-9691-a447e3708a7f,Account Takeover,2025-03-30,Under Investigation,0
180,131,9442f5c0-2ba4-4a11-aba0-58c1188797d7,Money Laundering,2025-05-11,Under Investigation,0
181,131,7ddde5c4-a92c-42ab-a0d6-c36748103764,Account Takeover,2025-05-04,Resolved,1
182,132,63d78bb7-2355-4142-8751-63fc34e52558,Identity Theft,2024-01-20,Resolved,1
183,134,ecb6a6a4-8c94-4bf3-b7eb-7d54d2ae9faf,Identity Theft,2025-04-24,Under Investigation,0
184,134,3fd6e127-8e76-47d9-9db7-6e95802c68ff,Phishing,2024-04-10,Under Investigation,0
185,135,048e2d75-c448-4eea-94c5-5cb4b677b9bc,Card Fraud,2025-05-16,Under Investigation,0
186,135,9d09cdfa-9494-4ba5-b6db-83e6121c6529,Account Takeover,2025-05-11,Under Investigation,0
187,137,e040434a-5d07-47b8-b214-d8b840c54a04,Account Takeover,2025-04-28,Under Investigation,0
188,137,f2a119b0-476f-4c41-831b-2465e4ebb2de,Phishing,2025-03-19,Resolved,1
189,140,aadb5323-45df-473c-8342-10d88ee3fa5d,Money Laundering,2025-05-11,Resolved,1
190,140,9de8b047-f715-446b-a527-1e78715c3817,Phishing,2023-12-02,Resolved,1
191,142,fba0eb88-cb27-4327-974b-9b17f3ef1c50,Account Takeover,2025-05-04,Under Investigation,0
192,144,93d7d441-1286-45d2-9dcc-8493ec8ce524,Phishing,2024-07-16,Under Investigation,0
193,147,c18008bb-c61f-47ab-a3ea-09615dff57a9,Card Fraud,2025-01-31,Under Investigation,0
194,147,8def0a49-d8ac-49f9-b53b-2884bedfdee0,Card Fraud,2025-03-05,Under Investigation,0
195,147,3369850f-9b2f-49ed-bbdb-93de896965e2,Identity Theft,2025-05-04,Under Investigation,0
196,150,84d73220-5b61-41cf-b051-303a2218925f,Identity Theft,2025-01-17,Under Investigation,0
197,150,ad02e556-e3c5-4dd8-8430-f6d7a1860d06,Money Laundering,2025-03-23,Resolved,1
198,150,4910b1cd-267a-4569-b86a-28df39fd4778,Card Fraud,2025-03-07,Under Investigation,0
199,152,649268c9-5235-4ade-ad2f-1a508bcd6d78,Money Laundering,2025-05-12,Under Investigation,0
200,152,1c2850a9-6213-4584-8c67-091513a2c658,Account Takeover,2025-01-16,Resolved,1
201,152,56948e1b-b791-4241-9d56-4ea52eab6816,Card Fraud,2025-04-23,Resolved,1
202,153,9ec7b19e-2b99-4f24-a8ab-df2edda69fd8,Card Fraud,2023-04-30,Under Investigation,0
203,154,eb729863-3b00-438a-9f8e-f4dd28a19304,Card Fraud,2024-08-11,Under Investigation,0
204,154,cc2f840a-53f8-4e7b-99f8-8753334e68aa,Card Fraud,2024-04-01,Resolved,1
205,155,01ec2f94-36ec-441b-a4c2-e846c098115b,Money Laundering,2025-03-30,Under Investigation,0
206,156,8de3c7a1-f2f4-42ba-ab8c-76e8901ec235,Identity Theft,2025-05-06,Under Investigation,0
207,156,373a6e6e-afca-4367-8553-0d48d9d65fb6,Identity Theft,2024-12-29,Under Investigation,0
208,157,e82c4853-4a11-4166-8ba9-801150ae6df2,Card Fraud,2025-02-12,Under Investigation,0
209,157,0e2757b0-031f-465c-ba22-bc0b2e937cf1,Money Laundering,2025-01-29,Under Investigation,0
210,157,c109d799-e71e-4797-bb53-4294e4f71e09,Identity Theft,2025-03-26,Under Investigation,0
211,158,832904da-7090-430d-a3b0-d8ad00524c1d,Account Takeover,2023-10-04,Under Investigation,0
212,158,8186caa0-2370-41af-947b-92b894cc66a1,Account Takeover,2024-11-23,Resolved,1
213,160,1f1c9a3e-cdd4-4f57-a1cb-f301775071b8,Money Laundering,2025-01-27,Under Investigation,0
214,160,6da79ce1-298a-45b6-969b-c727196261b1,Card Fraud,2024-09-03,Under Investigation,0
215,161,e40ece0e-cac1-4245-981f-4157a840cffb,Money Laundering,2024-06-21,Resolved,1
216,165,161003d1-c295-41c1-a5cd-da4912efd28c,Phishing,2025-03-26,Under Investigation,0
217,165,a2f00d58-4b9f-4f67-967b-70146914a343,Card Fraud,2025-04-14,Under Investigation,0
218,167,f4ed1ba0-2b6a-47d7-a118-18360ac5a5b7,Identity Theft,2024-12-11,Resolved,1
219,167,8a914dc9-3d25-4915-ac69-4c13621c9c40,Money Laundering,2025-05-04,Under Investigation,0
220,167,9b3d4d91-28f4-4cd2-80d0-beb6b81f6c40,Identity Theft,2024-05-28,Under Investigation,0
221,168,f753f24c-074a-4967-9c2d-632060e5ccce,Money Laundering,2024-03-24,Under Investigation,0
222,169,965792e0-9c04-4841-9f09-e37cfff8ce77,Phishing,2024-09-15,Under Investigation,0
223,169,d5630544-2b10-4947-8f19-c9553874288e,Card Fraud,2025-05-14,Under Investigation,0
224,169,7be83728-2637-4e55-9b60-0cdd3d60a0c6,Phishing,2025-05-14,Resolved,1
225,170,b8164b9c-3503-4dbf-ad44-67d0b3944d0a,Money Laundering,2024-12-21,Under Investigation,0
226,170,c374a707-35d3-4f9c-906c-a528dcd338a2,Money Laundering,2025-01-20,Under Investigation,0
227,170,001e1d72-a5df-4607-9719-52cb5780bba2,Money Laundering,2024-11-05,Resolved,1
228,174,fd6a163d-b2b8-43a5-8969-470a7ca2da01,Card Fraud,2025-05-12,Under Investigation,0
229,174,507dc618-2d36-46bf-93e3-302f6a46b14d,Money Laundering,2025-05-07,Under Investigation,0
230,175,16ba5f56-2c9b-4334-96a2-909e178b190b,Money Laundering,2024-06-09,Resolved,1
231,175,886ea0f9-9c43-48b7-9e50-07ccdb2f7f58,Card Fraud,2025-03-26,Under Investigation,0
232,175,7a133d3a-3cdd-4237-b7ce-464625d19690,Account Takeover,2024-11-22,Under Investigation,0
233,176,ba686155-9c62-41e3-945a-b652c50e23f4,Money Laundering,2025-04-28,Resolved,1
234,179,53fa94be-9d04-48b1-be61-edbd52261799,Money Laundering,2025-05-15,Resolved,1
235,179,a5891ec2-eccc-4057-a139-6e58d7e87c52,Money Laundering,2025-05-14,Under Investigation,0
236,179,1e7b4716-6d59-4bf0-86e7-c7e157b4bd33,Card Fraud,2025-05-14,Resolved,1
237,179,06002471-b697-4e46-98bd-ff266b3f977e,Phishing,2025-05-13,Resolved,1
238,180,d00523a7-1ace-4c76-9b48-b33b1274b301,Phishing,2025-05-08,Resolved,1
239,180,3ad37937-e91d-45ee-bd51-0000000089a6,Identity Theft,2025-05-14,Under Investigation,0
240,180,999e98f6-e42e-4d3c-b918-7d487b3ed77f,Account Takeover,2025-05-05,Resolved,1
241,180,7d13859f-e9d3-4368-bafe-3eb8bd231931,Identity Theft,2025-05-05,Resolved,1
242,181,7004aa97-d1af-4da3-9228-3900faef8174,Phishing,2025-01-19,Under Investigation,0
243,181,9afca4d8-6122-4b75-a51c-80efaa403001,Account Takeover,2024-07-19,Resolved,1
244,182,c776fd78-82ce-4561-a9ed-e5c3f2cc87b3,Phishing,2024-07-24,Under Investigation,0
245,183,bb2dfb96-6da6-4aaf-a5c2-c920e6611e1b,Money Laundering,2025-05-13,Under Investigation,0
246,187,7ff56e6b-6515-4de6-9761-a3d2dbbbd770,Money Laundering,2025-04-29,Under Investigation,0
247,187,8175f6bb-84e5-4d5c-8f23-902be732d0c3,Identity Theft,2025-05-12,Under Investigation,0
248,188,7d358efc-a54c-4566-9f22-ede44ffd1fc8,Account Takeover,2023-04-03,Under Investigation,0
249,188,55d73c45-121f-4b32-bdcb-760d375d4cc1,Phishing,2023-08-25,Under Investigation,0
250,188,13618a61-8b0e-41d9-bcdf-17b9bf54bb1c,Money Laundering,2025-03-12,Under Investigation,0
251,188,d4d52ff0-d72e-4f71-9805-ea04abe72ded,Account Takeover,2024-04-08,Under Investigation,0
252,191,6a7a01e6-2fc0-4166-994d-2c8dcff27a8a,Phishing,2022-10-13,Under Investigation,0
253,192,360814e0-46ff-46b5-8270-58a50f0b1790,Account Takeover,2025-05-06,Resolved,1
254,194,4503e30e-a365-4b8f-9058-4dcad288c91d,Money Laundering,2023-05-09,Resolved,1
255,195,8dca9c1c-96a7-42a7-ba78-4750bb86799e,Identity Theft,2023-06-05,Under Investigation,0
256,195,305dc923-c50e-4776-9ec6-93b044f5c287,Money Laundering,2025-03-09,Under Investigation,0
257,195,e1fdf099-c410-4549-a2e3-ec23bbdf3226,Phishing,2024-01-05,Under Investigation,0
258,197,0b5c4a17-9078-45a8-8833-9f0a0309a6e2,Phishing,2025-04-21,Resolved,1
259,197,c6900888-22a4-48e3-b0af-d4b2ce5358e6,Money Laundering,2025-03-26,Under Investigation,0
260,199,8985016e-c0f1-4db7-98b3-5652bbc6d4b9,Phishing,2025-05-02,Resolved,1
261,200,95dea55a-e672-4be7-b499-bb3fee1d6500,Identity Theft,2024-11-22,Under Investigation,0
262,202,55f68d3f-29fa-484c-9218-9454b3bd46f8,Identity Theft,2025-05-06,Under Investigation,0
