Finance_ID,Date,Total_Assets,Total_Liabilities,Total_Equity,Revenue,Expenses,Net_Profit,Report_Date,Currency,Created_At
18,2020-01-18,21583155.7,14271607.35,7311548.35,201580.26,155076.34,46503.93,2020-01-18,EUR,2025-05-21 20:57:55.631248
19,2020-01-19,22805635.89,15914718.53,6890917.36,206958.02,127731.61,79226.41,2020-01-19,EUR,2025-05-21 20:57:55.631248
20,2020-01-20,24024447.06,16090099.03,7934348.03,186388.97,156983.67,29405.3,2020-01-20,EUR,2025-05-21 20:57:55.631248
21,2020-01-21,25247137.81,18392095.22,6855042.59,165033.73,171025.33,-5991.6,2020-01-21,EUR,2025-05-21 20:57:55.631248
22,2020-01-22,26446554.73,17859861.66,8586693.07,187087.48,152067.12,35020.36,2020-01-22,EUR,2025-05-21 20:57:55.631248
23,2020-01-23,27642463.74,20328982.82,7313480.92,183896.53,131052.51,52844.02,2020-01-23,EUR,2025-05-21 20:57:55.631248
24,2020-01-24,28823687.56,21623086.81,7200600.75,163666.15,124338.81,39327.34,2020-01-24,EUR,2025-05-21 20:57:55.631248
25,2020-01-25,30021135.64,20293962.73,9727172.9,179567.67,152995.02,26572.66,2020-01-25,EUR,2025-05-21 20:57:55.631248
26,2020-01-26,31209340.64,22048911.21,9160429.43,164987.52,126467.77,38519.75,2020-01-26,EUR,2025-05-21 20:57:55.631248
27,2020-01-27,32442507.77,22516031.0,9926476.77,167693.04,144869.3,22823.74,2020-01-27,EUR,2025-05-21 20:57:55.631248
28,2020-01-28,33641277.8,23672631.77,9968646.03,156111.52,123825.15,32286.37,2020-01-28,EUR,2025-05-21 20:57:55.631248
29,2020-01-29,34820853.35,26129559.81,8691293.54,197529.99,134676.92,62853.07,2020-01-29,EUR,2025-05-21 20:57:55.631248
30,2020-01-30,35978720.36,25776644.19,10202076.17,159734.78,152043.55,7691.22,2020-01-30,EUR,2025-05-21 20:57:55.631248
31,2020-01-31,37152760.64,27898774.28,9253986.35,211783.97,137320.44,74463.53,2020-01-31,EUR,2025-05-21 20:57:55.631248
32,2020-02-01,38351995.07,29873297.52,8478697.55,184092.02,133182.32,50909.7,2020-02-01,EUR,2025-05-21 20:57:55.631248
33,2020-02-02,39573823.07,26895421.18,12678401.89,161133.14,129609.05,31524.09,2020-02-02,EUR,2025-05-21 20:57:55.631248
34,2020-02-03,40754034.42,31154339.83,9599694.59,184788.23,133657.57,51130.67,2020-02-03,EUR,2025-05-21 20:57:55.631248
35,2020-02-04,41920330.54,29912743.7,12007586.84,155850.37,133027.7,22822.67,2020-02-04,EUR,2025-05-21 20:57:55.631248
36,2020-02-05,43136760.36,29962330.0,13174430.36,181672.59,158630.96,23041.63,2020-02-05,EUR,2025-05-21 20:57:55.631248
37,2020-02-06,44298911.59,31134212.86,13164698.73,206296.66,143301.03,62995.62,2020-02-06,EUR,2025-05-21 20:57:55.631248
38,2020-02-07,45520742.09,35458478.11,10062263.98,178596.04,155266.03,23330.01,2020-02-07,EUR,2025-05-21 20:57:55.631248
39,2020-02-08,46739912.14,35415226.48,11324685.66,177843.8,147653.86,30189.94,2020-02-08,EUR,2025-05-21 20:57:55.631248
40,2020-02-09,47941712.36,36066263.1,11875449.26,174155.17,141969.39,32185.79,2020-02-09,EUR,2025-05-21 20:57:55.631248
41,2020-02-10,49140615.01,34556610.56,14584004.45,188078.67,136930.73,51147.94,2020-02-10,EUR,2025-05-21 20:57:55.631248
42,2020-02-11,50349325.2,33755276.64,16594048.56,195016.42,143333.32,51683.1,2020-02-11,EUR,2025-05-21 20:57:55.631248
43,2020-02-12,51554448.04,36332970.44,15221477.6,182178.46,138752.38,43426.08,2020-02-12,EUR,2025-05-21 20:57:55.631248
44,2020-02-13,52744039.7,35278273.33,17465766.36,203161.32,137607.54,65553.77,2020-02-13,EUR,2025-05-21 20:57:55.631248
45,2020-02-14,53960756.32,40744409.2,13216347.12,174762.37,130766.8,43995.57,2020-02-14,EUR,2025-05-21 20:57:55.631248
46,2020-02-15,55197923.9,38827692.58,16370231.32,146499.71,149134.04,-2634.33,2020-02-15,EUR,2025-05-21 20:57:55.631248
47,2020-02-16,56378493.86,43180052.69,13198441.17,191349.51,125574.33,65775.19,2020-02-16,EUR,2025-05-21 20:57:55.631248
48,2020-02-17,57592963.78,40250264.61,17342699.17,180665.55,136692.97,43972.58,2020-02-17,EUR,2025-05-21 20:57:55.631248
49,2020-02-18,58814539.99,43771111.62,15043428.38,182140.43,130396.68,51743.75,2020-02-18,EUR,2025-05-21 20:57:55.631248
50,2020-02-19,59994907.46,42267409.1,17727498.36,184637.1,126472.26,58164.84,2020-02-19,EUR,2025-05-21 20:57:55.631248
51,2020-02-20,61194028.44,45162372.74,16031655.71,192098.16,151381.98,40716.18,2020-02-20,EUR,2025-05-21 20:57:55.631248
52,2020-02-21,62373504.01,42068808.1,20304695.91,180291.9,133495.01,46796.89,2020-02-21,EUR,2025-05-21 20:57:55.631248
53,2020-02-22,63565572.89,43014991.7,20550581.19,184963.43,159071.65,25891.78,2020-02-22,EUR,2025-05-21 20:57:55.631248
54,2020-02-23,64757672.58,44091306.61,20666365.97,176638.48,138141.61,38496.87,2020-02-23,EUR,2025-05-21 20:57:55.631248
55,2020-02-24,65965264.79,46767344.08,19197920.71,197190.09,138916.09,58274.0,2020-02-24,EUR,2025-05-21 20:57:55.631248
56,2020-02-25,67169727.48,48580109.83,18589617.65,188917.12,147344.01,41573.11,2020-02-25,EUR,2025-05-21 20:57:55.631248
57,2020-02-26,68374005.6,45091327.4,23282678.2,154883.09,153019.32,1863.77,2020-02-26,EUR,2025-05-21 20:57:55.631248
58,2020-02-27,69564024.38,52264555.49,17299468.89,179494.25,152766.3,26727.96,2020-02-27,EUR,2025-05-21 20:57:55.631248
59,2020-02-28,70768535.97,48919578.74,21848957.23,186808.03,123755.4,63052.63,2020-02-28,EUR,2025-05-21 20:57:55.631248
60,2020-02-29,71968302.55,51012155.53,20956147.02,189232.51,149507.29,39725.22,2020-02-29,EUR,2025-05-21 20:57:55.631248
61,2020-03-01,73181560.1,54464235.45,18717324.65,177073.05,133059.11,44013.93,2020-03-01,EUR,2025-05-21 20:57:55.631248
62,2020-03-02,74415622.02,55249121.52,19166500.5,206233.09,154313.25,51919.85,2020-03-02,EUR,2025-05-21 20:57:55.631248
63,2020-03-03,75608294.39,58511401.08,17096893.31,162695.33,123398.26,39297.07,2020-03-03,EUR,2025-05-21 20:57:55.631248
64,2020-03-04,76787572.97,51164471.43,25623101.54,161296.25,133544.83,27751.42,2020-03-04,EUR,2025-05-21 20:57:55.631248
65,2020-03-05,78002223.16,54959676.85,23042546.3,124220.43,162854.27,-38633.84,2020-03-05,EUR,2025-05-21 20:57:55.631248
66,2020-03-06,79188496.55,60633130.87,18555365.68,191876.37,133355.79,58520.58,2020-03-06,EUR,2025-05-21 20:57:55.631248
67,2020-03-07,80372667.42,55827592.59,24545074.82,183921.96,135750.07,48171.89,2020-03-07,EUR,2025-05-21 20:57:55.631248
68,2020-03-08,81582292.55,62751163.23,18831129.32,203311.4,152446.35,50865.05,2020-03-08,EUR,2025-05-21 20:57:55.631248
69,2020-03-09,82793492.86,54805623.06,27987869.81,180697.04,142194.6,38502.44,2020-03-09,EUR,2025-05-21 20:57:55.631248
70,2020-03-10,83969181.96,65188011.0,18781170.96,213946.09,152245.21,61700.88,2020-03-10,EUR,2025-05-21 20:57:55.631248
71,2020-03-11,85171841.53,58591753.81,26580087.72,206669.28,149191.18,57478.1,2020-03-11,EUR,2025-05-21 20:57:55.631248
72,2020-03-12,86366343.94,56670073.8,29696270.14,182795.32,120521.52,62273.8,2020-03-12,EUR,2025-05-21 20:57:55.631248
73,2020-03-13,87529988.53,62535268.84,24994719.68,199243.53,137096.24,62147.29,2020-03-13,EUR,2025-05-21 20:57:55.631248
74,2020-03-14,88701889.91,63845052.76,24856837.15,166073.18,134640.17,31433.01,2020-03-14,EUR,2025-05-21 20:57:55.631248
75,2020-03-15,89911746.08,64295560.18,25616185.9,188066.78,121463.33,66603.45,2020-03-15,EUR,2025-05-21 20:57:55.631248
76,2020-03-16,91135130.05,64035778.67,27099351.38,198052.19,154627.35,43424.84,2020-03-16,EUR,2025-05-21 20:57:55.631248
77,2020-03-17,92351189.18,70635923.69,21715265.49,188052.56,139221.98,48830.59,2020-03-17,EUR,2025-05-21 20:57:55.631248
78,2020-03-18,93535612.7,72932168.89,20603443.81,180791.56,125584.19,55207.37,2020-03-18,EUR,2025-05-21 20:57:55.631248
79,2020-03-19,94758877.39,71049407.17,23709470.22,166430.99,138898.38,27532.61,2020-03-19,EUR,2025-05-21 20:57:55.631248
80,2020-03-20,95946255.86,71795608.31,24150647.55,185244.03,126947.45,58296.58,2020-03-20,EUR,2025-05-21 20:57:55.631248
81,2020-03-21,97139457.16,73381692.5,23757764.66,169740.96,135008.75,34732.21,2020-03-21,EUR,2025-05-21 20:57:55.631248
82,2020-03-22,98345782.7,74394145.53,23951637.17,191526.02,146174.22,45351.8,2020-03-22,EUR,2025-05-21 20:57:55.631248
83,2020-03-23,99536609.14,73571757.07,25964852.07,162652.88,131437.85,31215.03,2020-03-23,EUR,2025-05-21 20:57:55.631248
84,2020-03-24,100726797.68,69246623.24,31480174.44,189332.93,156741.37,32591.56,2020-03-24,EUR,2025-05-21 20:57:55.631248
85,2020-03-25,101925640.62,76687171.72,25238468.9,193548.85,135142.89,58405.95,2020-03-25,EUR,2025-05-21 20:57:55.631248
86,2020-03-26,103138386.59,70834686.65,32303699.93,198472.73,134865.66,63607.07,2020-03-26,EUR,2025-05-21 20:57:55.631248
87,2020-03-27,104356047.93,72196188.8,32159859.13,169907.71,120456.07,49451.63,2020-03-27,EUR,2025-05-21 20:57:55.631248
88,2020-03-28,105529093.32,78787681.04,26741412.29,172270.38,127734.67,44535.71,2020-03-28,EUR,2025-05-21 20:57:55.631248
89,2020-03-29,106687006.16,71610391.3,35076614.86,161366.5,158448.4,2918.1,2020-03-29,EUR,2025-05-21 20:57:55.631248
90,2020-03-30,107877503.48,70288615.89,37588887.59,188896.55,143168.05,45728.51,2020-03-30,EUR,2025-05-21 20:57:55.631248
91,2020-03-31,109118923.1,75438827.34,33680095.76,160291.16,136891.15,23400.01,2020-03-31,EUR,2025-05-21 20:57:55.631248
92,2020-04-01,110321158.42,83974441.31,26346717.12,189075.89,139156.62,49919.27,2020-04-01,EUR,2025-05-21 20:57:55.631248
93,2020-04-02,111491581.11,73664190.64,37827390.47,160238.96,143251.29,16987.67,2020-04-02,EUR,2025-05-21 20:57:55.631248
94,2020-04-03,112695947.65,73977241.15,38718706.51,174861.61,160564.16,14297.44,2020-04-03,EUR,2025-05-21 20:57:55.631248
95,2020-04-04,113900596.25,87813142.06,26087454.19,179411.67,142572.88,36838.79,2020-04-04,EUR,2025-05-21 20:57:55.631248
96,2020-04-05,115123415.0,82946364.54,32177050.46,183097.32,134762.34,48334.97,2020-04-05,EUR,2025-05-21 20:57:55.631248
97,2020-04-06,116325585.09,77243625.78,39081959.32,188383.51,163039.27,25344.24,2020-04-06,EUR,2025-05-21 20:57:55.631248
98,2020-04-07,117506453.34,86571845.71,30934607.63,186968.13,150814.12,36154.01,2020-04-07,EUR,2025-05-21 20:57:55.631248
99,2020-04-08,118686355.1,85087271.03,33599084.08,151244.94,156163.25,-4918.31,2020-04-08,EUR,2025-05-21 20:57:55.631248
100,2020-04-09,119903584.62,84537666.97,35365917.65,190375.21,149233.55,41141.66,2020-04-09,EUR,2025-05-21 20:57:55.631248
101,2020-04-10,121129669.07,94031060.19,27098608.88,176795.36,130460.01,46335.35,2020-04-10,EUR,2025-05-21 20:57:55.631248
102,2020-04-11,122327659.24,91271879.39,31055779.86,186069.48,144628.97,41440.51,2020-04-11,EUR,2025-05-21 20:57:55.631248
103,2020-04-12,123521189.46,80841628.83,42679560.63,191903.68,135385.6,56518.08,2020-04-12,EUR,2025-05-21 20:57:55.631248
104,2020-04-13,124719136.48,87309085.6,37410050.88,190687.61,131601.29,59086.32,2020-04-13,EUR,2025-05-21 20:57:55.631248
105,2020-04-14,125920039.4,94710514.72,31209524.67,177021.17,125308.66,51712.51,2020-04-14,EUR,2025-05-21 20:57:55.631248
106,2020-04-15,127085669.51,86235694.08,40849975.43,158943.04,142649.34,16293.7,2020-04-15,EUR,2025-05-21 20:57:55.631248
107,2020-04-16,128275033.65,95850762.48,32424271.17,193237.36,141048.46,52188.9,2020-04-16,EUR,2025-05-21 20:57:55.631248
108,2020-04-17,129455259.68,92733369.16,36721890.52,220318.63,171516.08,48802.55,2020-04-17,EUR,2025-05-21 20:57:55.631248
109,2020-04-18,130658309.27,96438234.7,34220074.57,172861.46,124384.74,48476.72,2020-04-18,EUR,2025-05-21 20:57:55.631248
110,2020-04-19,131830418.85,101361195.36,30469223.5,157040.75,130392.88,26647.87,2020-04-19,EUR,2025-05-21 20:57:55.631248
111,2020-04-20,133011199.49,94802990.49,38208209.0,202508.57,138699.98,63808.59,2020-04-20,EUR,2025-05-21 20:57:55.631248
112,2020-04-21,134246817.21,93410220.08,40836597.13,175443.84,139547.41,35896.43,2020-04-21,EUR,2025-05-21 20:57:55.631248
113,2020-04-22,135443049.97,98411214.96,37031835.01,178299.5,114882.2,63417.3,2020-04-22,EUR,2025-05-21 20:57:55.631248
114,2020-04-23,136626093.36,103534106.1,33091987.26,201783.92,152680.81,49103.11,2020-04-23,EUR,2025-05-21 20:57:55.631248
115,2020-04-24,137852077.63,93321690.77,44530386.86,172668.9,156023.9,16645.01,2020-04-24,EUR,2025-05-21 20:57:55.631248
116,2020-04-25,139035808.47,101993809.92,37041998.55,173494.12,151575.49,21918.62,2020-04-25,EUR,2025-05-21 20:57:55.631248
117,2020-04-26,140232871.75,101981586.75,38251285.0,188122.09,144581.38,43540.71,2020-04-26,EUR,2025-05-21 20:57:55.631248
118,2020-04-27,141453780.96,94324349.29,47129431.66,172506.86,118339.81,54167.05,2020-04-27,EUR,2025-05-21 20:57:55.631248
119,2020-04-28,142673835.03,107572826.51,35101008.52,186129.87,149081.78,37048.09,2020-04-28,EUR,2025-05-21 20:57:55.631248
120,2020-04-29,143880910.98,107110198.53,36770712.45,169816.6,123541.46,46275.13,2020-04-29,EUR,2025-05-21 20:57:55.631248
121,2020-04-30,145074489.92,110561273.22,34513216.7,175199.03,133592.54,41606.48,2020-04-30,EUR,2025-05-21 20:57:55.631248
122,2020-05-01,146264798.93,110789810.29,35474988.64,201544.09,147151.62,54392.47,2020-05-01,EUR,2025-05-21 20:57:55.631248
123,2020-05-02,147442317.15,107094093.9,40348223.25,174782.79,117671.67,57111.12,2020-05-02,EUR,2025-05-21 20:57:55.631248
124,2020-05-03,148650993.78,106791267.36,41859726.42,180989.45,140465.46,40523.99,2020-05-03,EUR,2025-05-21 20:57:55.631248
125,2020-05-04,149827489.24,109005664.35,40821824.89,173255.3,143990.63,29264.67,2020-05-04,EUR,2025-05-21 20:57:55.631248
126,2020-05-05,151024605.62,99970934.69,51053670.94,190965.19,130284.19,60680.99,2020-05-05,EUR,2025-05-21 20:57:55.631248
127,2020-05-06,152208716.72,108805900.04,43402816.68,174142.69,137529.58,36613.12,2020-05-06,EUR,2025-05-21 20:57:55.631248
128,2020-05-07,153408844.23,108131760.59,45277083.64,167238.45,143702.31,23536.14,2020-05-07,EUR,2025-05-21 20:57:55.631248
129,2020-05-08,154635824.56,115594323.54,39041501.02,193201.8,119757.63,73444.17,2020-05-08,EUR,2025-05-21 20:57:55.631248
130,2020-05-09,155819080.38,111535566.23,44283514.15,177159.56,128662.76,48496.8,2020-05-09,EUR,2025-05-21 20:57:55.631248
131,2020-05-10,156989564.99,120216508.71,36773056.28,162561.41,149450.69,13110.71,2020-05-10,EUR,2025-05-21 20:57:55.631248
132,2020-05-11,158195937.26,114690802.11,43505135.14,197181.51,153503.28,43678.23,2020-05-11,EUR,2025-05-21 20:57:55.631248
133,2020-05-12,159465478.13,121775652.03,37689826.1,192214.19,149865.25,42348.95,2020-05-12,EUR,2025-05-21 20:57:55.631248
134,2020-05-13,160656782.46,119703651.28,40953131.18,216023.14,135430.99,80592.15,2020-05-13,EUR,2025-05-21 20:57:55.631248
135,2020-05-14,161869650.59,122851895.54,39017755.05,192609.48,146093.96,46515.52,2020-05-14,EUR,2025-05-21 20:57:55.631248
136,2020-05-15,163018014.62,125731148.54,37286866.08,173714.8,141966.94,31747.86,2020-05-15,EUR,2025-05-21 20:57:55.631248
137,2020-05-16,164219056.41,116195962.74,48023093.67,191240.4,154660.04,36580.35,2020-05-16,EUR,2025-05-21 20:57:55.631248
138,2020-05-17,165406059.01,112604945.41,52801113.6,182277.91,155668.33,26609.57,2020-05-17,EUR,2025-05-21 20:57:55.631248
139,2020-05-18,166586313.09,110615328.97,55970984.12,173338.97,149778.04,23560.92,2020-05-18,EUR,2025-05-21 20:57:55.631248
140,2020-05-19,167798990.62,111185454.1,56613536.52,181831.75,146450.76,35380.99,2020-05-19,EUR,2025-05-21 20:57:55.631248
141,2020-05-20,169005604.34,109925699.17,59079905.17,156174.63,147846.48,8328.15,2020-05-20,EUR,2025-05-21 20:57:55.631248
142,2020-05-21,170211487.97,118856521.43,51354966.53,172676.7,144676.96,27999.74,2020-05-21,EUR,2025-05-21 20:57:55.631248
143,2020-05-22,171362735.43,120017275.31,51345460.12,202134.83,156790.75,45344.09,2020-05-22,EUR,2025-05-21 20:57:55.631248
144,2020-05-23,172540798.94,119899989.72,52640809.22,168000.02,146384.95,21615.07,2020-05-23,EUR,2025-05-21 20:57:55.631248
145,2020-05-24,173747187.33,129171983.74,44575203.59,155844.26,134570.56,21273.71,2020-05-24,EUR,2025-05-21 20:57:55.631248
146,2020-05-25,174961664.77,120003724.63,54957940.14,153146.08,147626.53,5519.55,2020-05-25,EUR,2025-05-21 20:57:55.631248
147,2020-05-26,176173984.66,127721618.71,48452365.95,157589.1,132993.43,24595.67,2020-05-26,EUR,2025-05-21 20:57:55.631248
148,2020-05-27,177365240.06,131613371.01,45751869.05,191118.82,135613.51,55505.31,2020-05-27,EUR,2025-05-21 20:57:55.631248
149,2020-05-28,178551373.6,136145800.99,42405572.61,178431.14,142423.86,36007.28,2020-05-28,EUR,2025-05-21 20:57:55.631248
150,2020-05-29,179789248.59,140142620.57,39646628.02,186914.05,149493.55,37420.5,2020-05-29,EUR,2025-05-21 20:57:55.631248
151,2020-05-30,181007359.1,119581280.13,61426078.96,184038.91,139054.29,44984.63,2020-05-30,EUR,2025-05-21 20:57:55.631248
152,2020-05-31,182184752.6,140651776.49,41532976.11,183543.13,141901.95,41641.18,2020-05-31,EUR,2025-05-21 20:57:55.631248
153,2020-06-01,183415456.29,127827805.72,55587650.57,181682.86,154138.84,27544.01,2020-06-01,EUR,2025-05-21 20:57:55.631248
154,2020-06-02,184641279.92,132711348.5,51929931.42,188257.76,148359.08,39898.68,2020-06-02,EUR,2025-05-21 20:57:55.631248
155,2020-06-03,185836434.28,139115047.69,46721386.6,171241.03,166747.37,4493.66,2020-06-03,EUR,2025-05-21 20:57:55.631248
156,2020-06-04,187040063.1,134727413.8,52312649.3,195507.35,142799.47,52707.88,2020-06-04,EUR,2025-05-21 20:57:55.631248
157,2020-06-05,188266002.43,126066933.53,62199068.9,175662.87,130975.17,44687.7,2020-06-05,EUR,2025-05-21 20:57:55.631248
158,2020-06-06,189479599.86,147174433.75,42305166.11,179060.95,117434.02,61626.93,2020-06-06,EUR,2025-05-21 20:57:55.631248
159,2020-06-07,190654352.15,127989168.39,62665183.76,219263.4,154983.12,64280.28,2020-06-07,EUR,2025-05-21 20:57:55.631248
160,2020-06-08,191887598.45,141862079.47,50025518.98,201328.2,139528.41,61799.78,2020-06-08,EUR,2025-05-21 20:57:55.631248
161,2020-06-09,193104914.28,148807583.75,44297330.53,205953.1,152318.18,53634.92,2020-06-09,EUR,2025-05-21 20:57:55.631248
162,2020-06-10,194308769.13,151253498.77,43055270.36,172309.57,144654.96,27654.61,2020-06-10,EUR,2025-05-21 20:57:55.631248
163,2020-06-11,195545004.15,132841592.05,62703412.1,163870.9,121647.66,42223.24,2020-06-11,EUR,2025-05-21 20:57:55.631248
164,2020-06-12,196722395.3,135583684.69,61138710.61,197397.31,135478.45,61918.87,2020-06-12,EUR,2025-05-21 20:57:55.631248
165,2020-06-13,197913243.06,140442146.07,57471096.99,176384.82,144656.4,31728.42,2020-06-13,EUR,2025-05-21 20:57:55.631248
166,2020-06-14,199101310.55,138894277.65,60207032.9,219880.57,130240.82,89639.75,2020-06-14,EUR,2025-05-21 20:57:55.631248
167,2020-06-15,200307293.94,142638363.03,57668930.91,194345.33,168546.76,25798.58,2020-06-15,EUR,2025-05-21 20:57:55.631248
168,2020-06-16,201497380.2,132282256.11,69215124.09,150063.03,143819.11,6243.92,2020-06-16,EUR,2025-05-21 20:57:55.631248
169,2020-06-17,202703816.18,132101134.74,70602681.44,171406.76,159294.66,12112.1,2020-06-17,EUR,2025-05-21 20:57:55.631248
170,2020-06-18,203923618.19,155701423.55,48222194.64,178601.26,135579.32,43021.94,2020-06-18,EUR,2025-05-21 20:57:55.631248
171,2020-06-19,205125105.88,152483236.23,52641869.65,215278.94,128656.48,86622.46,2020-06-19,EUR,2025-05-21 20:57:55.631248
172,2020-06-20,206302840.89,159120453.27,47182387.62,191874.26,142435.59,49438.67,2020-06-20,EUR,2025-05-21 20:57:55.631248
173,2020-06-21,207509687.83,138106993.06,69402694.77,166452.22,144115.66,22336.56,2020-06-21,EUR,2025-05-21 20:57:55.631248
174,2020-06-22,208706823.69,135797934.35,72908889.35,188970.2,148781.93,40188.27,2020-06-22,EUR,2025-05-21 20:57:55.631248
175,2020-06-23,209946639.09,154198441.61,55748197.48,208696.57,124271.53,84425.03,2020-06-23,EUR,2025-05-21 20:57:55.631248
176,2020-06-24,211123527.39,140384570.7,70738956.69,178392.15,142707.62,35684.53,2020-06-24,EUR,2025-05-21 20:57:55.631248
177,2020-06-25,212335261.48,142612019.03,69723242.45,171261.05,145509.89,25751.16,2020-06-25,EUR,2025-05-21 20:57:55.631248
178,2020-06-26,213520694.26,151718928.28,61801765.98,170849.66,164533.51,6316.15,2020-06-26,EUR,2025-05-21 20:57:55.631248
179,2020-06-27,214715593.25,164897512.17,49818081.08,176041.47,147657.16,28384.31,2020-06-27,EUR,2025-05-21 20:57:55.631248
180,2020-06-28,215929176.86,167088415.86,48840761.01,183863.76,127644.92,56218.84,2020-06-28,EUR,2025-05-21 20:57:55.631248
181,2020-06-29,217165796.18,164622079.34,52543716.84,179731.15,153565.74,26165.41,2020-06-29,EUR,2025-05-21 20:57:55.631248
182,2020-06-30,218367656.25,148800457.8,69567198.45,182285.0,128276.55,54008.45,2020-06-30,EUR,2025-05-21 20:57:55.631248
183,2020-07-01,219562468.06,164605559.35,54956908.71,181210.6,139067.08,42143.52,2020-07-01,EUR,2025-05-21 20:57:55.631248
184,2020-07-02,220745559.84,149603149.89,71142409.95,185641.98,142744.07,42897.9,2020-07-02,EUR,2025-05-21 20:57:55.631248
185,2020-07-03,221955151.34,151558897.86,70396253.48,170358.15,115700.82,54657.33,2020-07-03,EUR,2025-05-21 20:57:55.631248
186,2020-07-04,223168110.71,150663380.67,72504730.04,183256.07,145876.31,37379.76,2020-07-04,EUR,2025-05-21 20:57:55.631248
187,2020-07-05,224332037.51,152006093.97,72325943.54,151367.67,130854.43,20513.23,2020-07-05,EUR,2025-05-21 20:57:55.631248
188,2020-07-06,225527012.44,153003748.74,72523263.7,162336.0,147043.35,15292.65,2020-07-06,EUR,2025-05-21 20:57:55.631248
189,2020-07-07,226723490.12,153650391.76,73073098.36,178992.43,142126.7,36865.73,2020-07-07,EUR,2025-05-21 20:57:55.631248
190,2020-07-08,227917360.69,148806001.83,79111358.86,190943.87,158408.95,32534.91,2020-07-08,EUR,2025-05-21 20:57:55.631248
191,2020-07-09,229111424.54,159359296.74,69752127.8,180503.45,134774.07,45729.37,2020-07-09,EUR,2025-05-21 20:57:55.631248
192,2020-07-10,230291881.57,178342308.01,51949573.56,197358.52,131752.53,65605.99,2020-07-10,EUR,2025-05-21 20:57:55.631248
193,2020-07-11,231447068.94,156052390.23,75394678.71,180540.41,149537.21,31003.2,2020-07-11,EUR,2025-05-21 20:57:55.631248
194,2020-07-12,232617519.52,175901432.17,56716087.35,211459.55,149240.6,62218.95,2020-07-12,EUR,2025-05-21 20:57:55.631248
195,2020-07-13,233814847.71,178074136.26,55740711.45,162437.79,152323.54,10114.24,2020-07-13,EUR,2025-05-21 20:57:55.631248
196,2020-07-14,235051418.41,182213783.22,52837635.19,175120.6,130272.35,44848.26,2020-07-14,EUR,2025-05-21 20:57:55.631248
197,2020-07-15,236244274.94,175350526.53,60893748.42,204624.49,147755.95,56868.53,2020-07-15,EUR,2025-05-21 20:57:55.631248
198,2020-07-16,237469087.89,154430894.1,83038193.79,194179.71,150661.45,43518.26,2020-07-16,EUR,2025-05-21 20:57:55.631248
199,2020-07-17,238651722.51,158053588.31,80598134.2,165031.0,145949.44,19081.56,2020-07-17,EUR,2025-05-21 20:57:55.631248
200,2020-07-18,239851088.19,172193718.51,67657369.69,166759.89,171586.57,-4826.69,2020-07-18,EUR,2025-05-21 20:57:55.631248
201,2020-07-19,241074164.47,182620786.11,58453378.36,181171.67,145248.05,35923.62,2020-07-19,EUR,2025-05-21 20:57:55.631248
