History_ID,Client_ID,Type_Client,Transaction_ID,Credit_Amount,Payment_Amount,Outstanding_Balance,Interest_Rate,Payment_Status,Late_Payment_Fees,Transaction_Date,Payment_Due_Date,Last_Payment_Date,Credit_Score,Created_At
e89e3fbb-915c-4595-a4de-cca1f13a7f6a,21,Individual,79ca23d8-df66-4c9c-b2ae-0ba80e6aa436,48650.48,4163.26,23670.92,2.69,OVERDUE,473.42,2024-04-15,2024-05-15,2024-05-24,801,2025-05-15
01f63ea2-b487-47f0-8af8-b7aa9995dcf2,21,Individual,605963db-830c-45ec-a679-6ba6630d0025,38598.03,3505.67,10552.67,8.99,OVERDUE,211.05,2024-11-23,2024-12-23,2025-01-30,775,2025-05-15
6039da9e-0705-4628-847c-64e3497f5474,22,Individual,7c437eeb-219a-4f89-8119-261cb00061c8,14210.81,1211.47,6941.99,2.3,OVERDUE,138.84,2023-07-14,2023-08-13,2023-09-17,413,2025-05-15
71141de9-7159-47fc-879a-1b689c882e37,22,Individual,dee7cbde-de23-417a-af3f-6e0addd76c09,47217.28,4270.02,34407.22,8.52,OVERDUE,688.14,2024-11-03,2024-12-03,2025-01-11,300,2025-05-15
f0c5f383-b086-4054-9805-96ac263d742a,23,Empresa,260b5a66-7cdb-4e64-978e-6daa2bc16d51,1531.68,139.29,278.07,9.13,OVERDUE,5.56,2024-06-13,2024-07-13,2024-08-15,570,2025-05-15
de698abb-c38f-4f3e-9286-a52f9f719509,23,Empresa,ed246c32-0037-4eea-872b-154720b7dc88,36923.33,3285.56,7353.29,6.78,OVERDUE,147.07,2025-02-01,2025-03-03,2025-04-01,682,2025-05-15
3c3e7bc2-ccca-4208-bcc3-c64458809ab5,24,Individual,1216a25d-3926-438e-ac82-9bfa61fd1f80,13702.8,1232.91,140.79,7.97,OVERDUE,2.82,2023-06-28,2023-07-28,2023-07-23,603,2025-05-15
7aed4208-0757-47f5-8e26-36c41c7d168a,25,Individual,693e7504-d4f0-4dc9-a222-60963a073ba7,40924.41,3713.55,7502.46,8.89,OVERDUE,150.05,2025-03-09,2025-04-08,2025-04-15,536,2025-05-15
6de4163c-9deb-4430-86d4-94567b77b10d,26,Empresa,84356c62-bf92-49c9-981b-318fe206b6eb,11223.42,965.4,10258.02,3.22,OVERDUE,205.16,2024-07-29,2024-08-28,2024-09-02,829,2025-05-15
ebc580cb-d2ae-45a0-86e5-7255b4adb44d,27,Individual,9cc14b72-d8ec-4b41-acc2-f205eeb549fb,5859.57,525.95,74.12,7.71,OVERDUE,1.48,2025-02-08,2025-03-10,2025-03-24,591,2025-05-15
a42216f3-bc24-4f83-889f-462e4c0ddcac,28,Individual,bf62ec47-abd4-4b6f-83f0-b40e623d7ca8,27069.53,2494.01,0.0,10.56,PAID,0.0,2021-07-16,2021-08-15,2021-09-21,648,2025-05-15
0ca7ecd5-b38c-4aab-8017-64514686177a,29,Individual,dc9db188-bddb-44a8-a55c-63f215953a20,30925.73,2859.34,28066.39,10.95,OVERDUE,561.33,2023-12-18,2024-01-17,2024-01-14,763,2025-05-15
d88f2000-ec6b-452f-8f7c-e113ee938955,30,Individual,8f969100-fdae-422e-bb7d-f4781c94d28a,13883.76,1206.5,4231.76,4.28,OVERDUE,84.64,2020-10-07,2020-11-06,2020-11-17,627,2025-05-15
fa272ab6-4459-49a1-8940-16e50a9c4683,32,Individual,f6ee0c72-f8f9-4c7c-936d-4ce8b86bc1ab,1185.14,108.92,204.86,10.29,OVERDUE,4.1,2022-06-20,2022-07-20,2022-08-27,711,2025-05-15
0708e412-ee6a-4ae7-a9f0-1ec87738f00d,32,Individual,180a8495-ebfd-4873-91e4-af51a7e1f40b,20003.33,1853.64,16296.05,11.2,OVERDUE,325.92,2021-10-24,2021-11-23,2021-12-15,817,2025-05-15
a54387a3-2ac2-4ce5-8154-fe9eb998de50,33,Individual,17549590-f0d9-4bf0-948b-debe96f207e3,9456.92,860.89,8596.03,9.24,OVERDUE,171.92,2024-03-14,2024-04-13,2024-05-03,551,2025-05-15
f8f4a38d-14c0-4695-8d65-c861e423334a,33,Individual,841b52d7-868a-4a84-a06f-71609610bb80,9541.44,821.12,1330.24,3.27,OVERDUE,26.6,2023-06-04,2023-07-04,2023-07-25,615,2025-05-15
c34eda8a-9f38-4cbe-828d-806b9706860d,34,Individual,15e3afa8-2670-40c6-a1ed-6d91496d76ae,39469.17,3361.79,12574.85,2.21,OVERDUE,251.5,2023-07-11,2023-08-10,2023-08-28,459,2025-05-15
614ca54f-7cbf-47a3-949b-681aed07f790,36,Individual,eda75aad-100f-4f66-ba4e-640d56680e36,47400.22,4418.89,29724.66,11.87,OVERDUE,594.49,2024-05-01,2024-05-31,2024-06-13,586,2025-05-15
dc4d35b3-37c3-44fa-911a-de9034c8fadf,37,Individual,f6c24879-76e6-41f6-92e2-f1e89e9871b2,12116.33,1123.69,0.0,11.29,PAID,0.0,2025-05-04,2025-06-03,2025-07-05,363,2025-05-15
6ea8825d-a066-4927-9d01-96740619d232,38,Individual,5d203d54-b8bb-42ed-b919-40ebfa4b957c,6752.02,600.37,0.0,6.7,PAID,0.0,2025-01-12,2025-02-11,2025-02-15,774,2025-05-15
5772622b-e054-43e6-a4f3-be3c3be8ab2d,38,Individual,f4564653-5e6c-4f5b-a33c-d8536010a831,37372.19,3212.45,2035.24,3.15,OVERDUE,40.7,2025-02-03,2025-03-05,2025-03-21,715,2025-05-15
25e60e53-b958-4385-a447-cd761af98c3b,39,Individual,68b1321a-594d-46a7-a9ca-90491cda2a34,21075.53,1889.95,19185.58,7.61,OVERDUE,383.71,2024-11-15,2024-12-15,2024-12-31,518,2025-05-15
ca0e6c98-ffd6-419e-a6be-6d7113514739,39,Individual,8069811c-9d62-49c5-b1d8-ff363afc87d1,31873.03,2832.98,710.25,6.66,OVERDUE,14.21,2025-03-05,2025-04-04,2025-04-18,405,2025-05-15
f1fa82e2-4229-4fd6-962a-c6c4d42b7fff,40,Individual,af73c2c7-c8f2-4897-9211-589cc32d5578,23922.23,2039.57,13724.38,2.31,OVERDUE,274.49,2022-11-09,2022-12-09,2022-12-26,374,2025-05-15
7006a880-f33e-4eb6-b30e-d494ed774409,41,Individual,0c624924-68b4-4d0e-a422-06181c586580,49080.59,4246.29,40588.01,3.82,OVERDUE,811.76,2025-03-12,2025-04-11,2025-04-29,321,2025-05-15
fc661005-a790-460e-9c5c-6729adf17479,41,Individual,ffca3415-6769-4211-b113-83005a6ce972,34313.3,2945.22,7806.32,3.0,OVERDUE,156.13,2025-02-13,2025-03-15,2025-04-07,821,2025-05-15
802ccf7b-c0b4-4349-bc5e-8bd5afdadeaf,42,Individual,9ba13ec7-a46a-45ef-afc5-5fa081f13671,13890.73,1258.85,12631.88,8.75,OVERDUE,252.64,2024-10-18,2024-11-17,2024-12-08,599,2025-05-15
41f6c4c8-b21a-40e3-9813-386dca2967a7,43,Individual,6994c6d9-cc67-4706-b831-95e7a1ef31ea,38434.21,3557.73,13530.1,11.08,OVERDUE,270.6,2024-05-02,2024-06-01,2024-06-25,580,2025-05-15
15b39849-4a93-41a1-b4c6-09bb2ac844ca,43,Individual,dd9745ef-96a3-4540-9d0a-587425060e1d,27185.7,2464.61,19791.87,8.79,OVERDUE,395.84,2023-11-16,2023-12-16,2024-01-12,778,2025-05-15
0a643305-c97a-4210-b796-df263c46132c,44,Individual,41fe342c-57a1-4341-9de9-020f7532d076,6697.38,576.64,930.98,3.32,OVERDUE,18.62,2023-01-08,2023-02-07,2023-03-14,839,2025-05-15
45a43e3d-9062-4d5c-86f0-97c13db18d21,45,Individual,67b5d9df-be64-42ba-a638-f3578a36afb9,12930.82,1129.61,2764.33,4.83,OVERDUE,55.29,2022-10-02,2022-11-01,2022-11-04,652,2025-05-15
93bf7c41-01d5-403a-b71c-0e5a97a25234,46,Individual,f52a91a3-3357-4f07-8664-2c9e0693ff37,25491.89,2376.48,1727.09,11.87,OVERDUE,34.54,2025-03-13,2025-04-12,2025-05-12,498,2025-05-15
58bd940e-2a5e-43af-92cb-b4b1c222173a,46,Individual,582faad5-b88e-43aa-bfed-a36b75838022,37773.05,3343.23,7683.98,6.21,OVERDUE,153.68,2025-03-13,2025-04-12,2025-04-16,428,2025-05-15
3ab42609-b702-4fbe-afb3-40135edb876f,47,Empresa,da5168ab-ad2a-4c27-aa8c-23b5a6e79669,28904.32,2672.69,0.0,10.96,PAID,0.0,2024-06-25,2024-07-25,2024-08-13,629,2025-05-15
13a73430-bbe1-45b5-9237-8803da79a008,47,Empresa,2d011046-6af4-42f5-a805-a0449b9e34f8,43978.67,3934.26,701.81,7.35,OVERDUE,14.04,2024-11-08,2024-12-08,2024-12-29,502,2025-05-15
d78cbf0c-86ce-4da6-a250-7fbc1d947c17,48,Individual,fa429884-138d-4128-82fd-352448a3fbee,11486.63,984.02,10502.61,2.8,OVERDUE,210.05,2025-01-22,2025-02-21,2025-03-18,736,2025-05-15
97ee589f-946d-4ae0-9599-7818dba64a25,49,Individual,13bfb884-e0eb-456c-906a-794cb0a258b4,35838.81,3095.58,32743.23,3.65,OVERDUE,654.86,2023-12-07,2024-01-06,2024-01-12,753,2025-05-15
a348ce5d-3ba6-47e9-8954-379c35e22898,49,Individual,56e0e753-2d0f-473f-a9da-5c1643429650,23241.29,2022.77,17172.98,4.44,OVERDUE,343.46,2024-07-17,2024-08-16,2024-09-16,513,2025-05-15
df98332c-d983-4d38-b317-03a13a5fd6c1,50,Individual,55096ea4-d236-4fa2-850a-c4bb05d604dc,8941.96,802.09,4931.51,7.64,OVERDUE,98.63,2024-03-10,2024-04-09,2024-05-17,487,2025-05-15
fd93a2ff-e845-4e65-933d-21d7f421c4d1,51,Individual,640ef92a-37d4-466d-879c-27a157fe7c2d,47649.9,4081.21,15000.22,2.78,OVERDUE,300.0,2024-08-16,2024-09-15,2024-10-08,567,2025-05-15
b9fe1e97-6a70-4b05-9dff-0297f8547b0f,52,Individual,8cd6c256-9ff0-4f3e-98bc-d60335fd8340,41193.28,3751.68,11179.84,9.29,OVERDUE,223.6,2025-01-27,2025-02-26,2025-03-05,775,2025-05-15
a8410be3-4a65-4d97-a0ab-ca739824dabf,52,Individual,dfa2f411-ae91-48c4-a0ce-0fc34f69bcf1,11173.74,980.22,3331.98,5.27,OVERDUE,66.64,2023-05-08,2023-06-07,2023-07-09,596,2025-05-15
9a4c2a7f-bd25-412f-9b64-466d40f429d9,53,Individual,8a2210a0-f034-4c25-b1a2-ea09fffbf555,21487.35,1908.26,8129.53,6.57,OVERDUE,162.59,2024-08-19,2024-09-18,2024-10-24,639,2025-05-15
aa4bfa69-82a7-4098-81d2-2992619286fe,53,Individual,9f3ced63-8e97-4f25-ab9e-54878ff20e9f,19743.43,1749.43,499.7,6.33,OVERDUE,9.99,2022-08-04,2022-09-03,2022-10-06,494,2025-05-15
c5528fbb-35d7-44c8-ba1a-6ba0e7e5e743,54,Individual,fffb0bad-37d8-44d8-afc9-8c350ecd5ecb,38591.29,3500.23,88.76,8.84,OVERDUE,1.78,2025-03-17,2025-04-16,2025-05-12,746,2025-05-15
938881a8-863c-49f2-8e66-4e6ea14d4268,55,Empresa,1783a512-ca48-481d-86d6-82d9f25a8971,7873.39,710.11,1482.4,8.23,OVERDUE,29.65,2025-03-06,2025-04-05,2025-04-03,781,2025-05-15
e3e0b25b-2f1c-45a0-aa17-a9653a633321,56,Individual,6f911029-ebba-44f7-9a55-21f854dafb17,23655.72,2087.22,19481.28,5.88,OVERDUE,389.63,2024-05-22,2024-06-21,2024-07-23,460,2025-05-15
a5d66dc5-6b2a-47e0-836b-5d2d1810f5d4,57,Empresa,41cdf8c9-9b7a-448e-b467-9997258af44e,32615.86,2797.08,18630.46,2.91,OVERDUE,372.61,2025-04-07,2025-05-07,2025-06-13,348,2025-05-15
ee87b834-3ef8-44d4-9243-5fc25608fc85,57,Empresa,27c3e204-4e9c-4740-91a3-0613f2158085,35550.59,3102.09,7631.78,4.71,OVERDUE,152.64,2025-04-07,2025-05-07,2025-05-26,723,2025-05-15
682d3086-547d-47ab-a885-7a4479bf49d4,59,Individual,46110ee4-5654-412c-bd60-3fabe19f6fdd,25409.1,2181.79,14500.15,3.04,OVERDUE,290.0,2022-12-06,2023-01-05,2023-01-30,550,2025-05-15
ffdf9b8d-78d2-4b56-a0e4-470fbff4eabd,60,Empresa,7924ebae-2354-46ce-b882-2dc40a120ea7,27183.31,2448.31,10045.14,8.08,OVERDUE,200.9,2023-01-24,2023-02-23,2023-03-01,545,2025-05-15
a1df501c-8954-4323-b696-bc2b1da842ee,61,Individual,ddad78dd-d94c-4408-87fd-f0ff15625c1e,22257.74,2037.51,1882.64,9.85,OVERDUE,37.65,2024-05-22,2024-06-21,2024-07-28,563,2025-05-15
061a7bb5-ba31-4cdc-aafa-863fe83494d3,61,Individual,99407571-20bf-495a-8a81-d1c90f051e6b,46196.52,4182.71,16917.55,8.65,OVERDUE,338.35,2024-11-25,2024-12-25,2025-01-04,824,2025-05-15
db53205e-1742-4cb7-9d73-7ba035514cd7,62,Empresa,ef83536d-31b4-4e0d-a2da-79e80b1907fe,8405.01,774.17,2211.65,10.53,OVERDUE,44.23,2023-01-17,2023-02-16,2023-02-16,500,2025-05-15
25c02bce-da8b-458f-a13b-447710417068,64,Individual,9fd7b2f1-56c9-464a-b613-63ab43bc3d97,4308.67,390.87,1181.71,8.86,OVERDUE,23.63,2025-03-10,2025-04-09,2025-05-10,599,2025-05-15
27c637c1-afd0-4a68-8d66-15f5fa569672,64,Individual,6e091bb5-b8f5-4b38-9935-ea407008dc05,14837.54,1296.18,1875.74,4.83,OVERDUE,37.51,2025-01-28,2025-02-27,2025-03-26,486,2025-05-15
ec688858-938d-48b1-9c0c-9b29d0ce8872,65,Empresa,9cdcf64c-98cf-49f2-975c-7aaa68908755,17401.19,1548.13,6564.28,6.76,OVERDUE,131.29,2022-04-22,2022-05-22,2022-05-28,691,2025-05-15
a5bdfe66-8d6b-465e-9e88-c2a764af0d7b,66,Empresa,a222b932-c213-4718-8aa3-832f0d817a99,46611.67,4303.42,20791.15,10.79,OVERDUE,415.82,2024-03-14,2024-04-13,2024-05-04,426,2025-05-15
8b4da43b-f9f5-4fce-b556-f2e8ffcf7835,67,Individual,e5e19e1c-2444-400a-a570-95b58e13087e,4238.03,363.94,2054.39,3.05,PENDING,0.0,2025-04-22,2025-05-22,2025-05-28,416,2025-05-15
5b8ce0f8-6065-4f4e-9beb-229f70f7f703,68,Empresa,3e4e1298-beaf-4c9b-8dd0-1f9aa46854e4,21838.1,1865.34,5050.04,2.5,OVERDUE,101.0,2023-02-13,2023-03-15,2023-04-24,646,2025-05-15
bab70e9c-9916-4483-b2d9-0aaa6a0545f5,68,Empresa,0358b26a-e9cf-431b-9891-14d856f4492c,4693.18,433.34,2093.14,10.8,OVERDUE,41.86,2022-10-23,2022-11-22,2022-12-25,388,2025-05-15
5b386583-c056-45f5-96e4-dbbd44187734,69,Individual,e593caf6-9f78-412a-a8c0-d623b06a95b5,24237.5,2183.8,8950.9,8.12,OVERDUE,179.02,2024-06-30,2024-07-30,2024-08-26,845,2025-05-15
9685fe03-dbdd-4f29-bb42-edfee4964394,69,Individual,82e97e18-ed58-4cc9-9df7-a6c551dc5e88,12877.23,1126.97,4988.44,5.02,OVERDUE,99.77,2024-08-10,2024-09-09,2024-09-17,393,2025-05-15
d0ca3968-c5ac-4b01-aae0-067fef1cae9d,70,Individual,018d1409-dceb-487d-901e-4d7c5c050eb5,13136.27,1213.57,11922.7,10.86,OVERDUE,238.45,2025-02-01,2025-03-03,2025-03-04,706,2025-05-15
2e9d698f-c2f3-493d-9e01-17f018ab1aa0,70,Individual,fe4fb679-ea2c-48d3-a38e-17e16efb2ad9,13155.37,1130.16,723.61,3.09,OVERDUE,14.47,2024-11-05,2024-12-05,2024-12-03,482,2025-05-15
34ddf6cd-8e32-4c49-b2e6-61c415843be5,70,Individual,fc5951ce-af40-47fb-aebd-2a57e0cc7c3d,26455.27,2288.6,10435.07,3.81,OVERDUE,208.7,2023-03-20,2023-04-19,2023-04-17,843,2025-05-15
2cc599cb-200e-46e4-b235-8a21e4adddf0,71,Empresa,57e83b12-7361-4b2e-bf4e-9233e6b2ce73,19236.63,1713.02,5532.47,6.86,OVERDUE,110.65,2024-12-29,2025-01-28,2025-02-09,796,2025-05-15
52cfd36a-c163-4927-866c-a09d28ad51f0,72,Individual,df0f89a9-6bcb-4784-9100-d21a311f8d6f,42948.07,3970.19,0.0,10.93,PAID,0.0,2025-01-22,2025-02-21,2025-02-28,769,2025-05-15
6495e55d-22df-46fb-82f9-6f378db2950b,72,Individual,5256aa04-0d2e-4d27-ad02-4a69fdb0fb21,23980.61,2167.65,15310.01,8.47,OVERDUE,306.2,2023-04-02,2023-05-02,2023-05-15,420,2025-05-15
c6d8d325-368b-4f75-86b7-c148bfdc253f,73,Individual,15b0e552-530a-418d-ade7-3e03e4398ef2,29089.09,2511.6,24065.89,3.61,OVERDUE,481.32,2025-04-10,2025-05-10,2025-05-06,774,2025-05-15
86634084-6ccc-479b-8ec5-2c92ab04c96a,74,Empresa,2228e1ca-756b-4e92-8e90-982fba1f1351,7943.06,716.0,67.06,8.17,OVERDUE,1.34,2023-11-16,2023-12-16,2023-12-17,626,2025-05-15
f71de31c-6f1a-4fe3-b2e7-62a174682e24,76,Individual,a1b47186-88f8-48b3-bcbf-c35536030b7e,38196.01,3368.89,14613.78,5.84,OVERDUE,292.28,2024-05-03,2024-06-02,2024-07-02,748,2025-05-15
fb6f5c0e-a3b7-4e29-a6af-642d9e4764da,76,Individual,f6913c91-3f30-4032-9c5d-2bf31dc83c94,12236.84,1077.45,7927.04,5.66,OVERDUE,158.54,2024-07-07,2024-08-06,2024-08-01,742,2025-05-15
df5b4b23-b61f-43f7-8042-f11d29d10114,77,Individual,3c92121b-811c-4c89-b3b5-37635dce469d,35819.55,3221.37,16491.33,7.92,OVERDUE,329.83,2024-10-29,2024-11-28,2024-12-26,771,2025-05-15
6ab9424a-4c99-483f-9925-46eb6cce690b,78,Individual,ca59afde-b842-4776-b0af-90555b90b34a,31851.16,2811.93,23415.37,5.94,OVERDUE,468.31,2024-09-12,2024-10-12,2024-11-01,576,2025-05-15
e3455231-7cb0-439f-aa68-fba68363bb03,79,Individual,cfdc4319-909b-4d1c-9f5a-016e2c52afbe,20760.33,1924.48,11137.93,11.24,OVERDUE,222.76,2024-10-31,2024-11-30,2024-11-27,508,2025-05-15
5ea6e307-fc33-4e1d-bdca-5a195ae80229,79,Individual,e904e5df-5a1f-4883-ad48-dd02f5f440c1,11164.44,959.3,9245.84,3.11,OVERDUE,184.92,2024-11-08,2024-12-08,2025-01-12,419,2025-05-15
d1b722a1-fdfb-47cc-b9be-b25137e5a6b1,80,Individual,551d80d5-a1eb-49f0-8705-6922e6ec88ad,23597.13,2022.67,5393.1,2.86,OVERDUE,107.86,2023-09-04,2023-10-04,2023-10-22,368,2025-05-15
1fea1098-9dfd-48b1-aa4b-7816a260a51c,80,Individual,e02b58d4-90b9-49bf-b54c-9dbc99ec0807,22441.66,1944.76,1049.3,3.99,OVERDUE,20.99,2023-11-30,2023-12-30,2024-01-04,493,2025-05-15
eaf3eb06-bcbd-4ead-84ff-4424bfc0cfb6,81,Individual,d2fa878e-fe9d-45f7-ad1d-73996e8ab4d7,45709.13,4169.43,8184.26,9.46,OVERDUE,163.69,2024-10-02,2024-11-01,2024-11-02,646,2025-05-15
06498d98-a970-4b78-97e9-09879b18fbca,82,Empresa,f7c71f2b-26ee-4eeb-8b0b-6c5a9e4ce2c4,1706.34,150.47,1405.4,5.82,OVERDUE,28.11,2020-11-21,2020-12-21,2020-12-30,623,2025-05-15
19f1da79-26a8-4be9-8559-2c17c7013bfb,83,Individual,8818c644-cef7-4d89-8b6f-4fc5a63acd8c,21566.82,1982.53,17601.76,10.31,OVERDUE,352.04,2025-01-19,2025-02-18,2025-03-08,673,2025-05-15
7df63310-311d-40a0-8f91-794beda580e1,84,Individual,5c89e39f-8aca-4bcb-a0c6-f3570b75a3a9,25571.61,2330.85,16248.21,9.38,OVERDUE,324.96,2023-08-12,2023-09-11,2023-09-09,811,2025-05-15
51d29a87-0120-4bac-8afc-32c9e8d1c96f,84,Individual,daedd157-e08b-49ec-b1ab-9c3b8adf7e82,45622.69,4054.34,13187.97,6.64,OVERDUE,263.76,2022-04-26,2022-05-26,2022-06-26,727,2025-05-15
be155228-2e87-4c1e-a2c3-3f508e14b1a2,85,Empresa,d830d6cb-3b3f-4301-a29a-9c7b1b023920,47483.41,4075.26,47483.41,2.99,OVERDUE,949.67,2024-12-06,2025-01-05,2025-02-10,582,2025-05-15
9dda4076-325b-4b72-bebe-964178cab1ce,86,Individual,919602c1-3020-4967-a1e6-5d5a30d24f2a,20263.7,1800.94,4055.24,6.65,OVERDUE,81.1,2023-01-14,2023-02-13,2023-02-23,597,2025-05-15
8730550b-1138-4aae-8cc0-c643ee2a5307,87,Individual,ddab81ce-0d78-4833-a167-28f942fa41e2,39547.04,3539.79,14768.51,7.41,OVERDUE,295.37,2025-02-25,2025-03-27,2025-05-03,547,2025-05-15
fcd7e4f8-d7e0-49c4-a4b8-e24c99c96306,88,Empresa,d5c89fe7-d9cc-4599-ad90-790964e66fd0,9410.95,833.89,0.0,6.33,PAID,0.0,2025-02-28,2025-03-30,2025-03-31,429,2025-05-15
2ba0556d-9783-4678-920f-3daa30405973,89,Individual,f04ef4e9-3ded-432d-92ea-b7e4d059cd38,43525.55,3956.47,35612.61,9.08,OVERDUE,712.25,2024-03-31,2024-04-30,2024-06-03,815,2025-05-15
